chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr7	127510438	127512869	-	ENSMUSG00000101225	antisense	1700008J07Rik
chr7	127511983	127561219	+	ENSMUSG00000053877	protein_coding	Srcap
chr7	127519584	127567054	+	ENSMUSG00000107023	protein_coding	Gm42715
chr7	127527874	127528003	+	ENSMUSG00000065259	snoRNA	Snora30
chr7	127559142	127573116	-	ENSMUSG00000101845	antisense	Gm28198
chr7	127561390	127566940	+	ENSMUSG00000106715	protein_coding	Tmem265
chr7	127573340	127583307	+	ENSMUSG00000030815	protein_coding	Phkg2
chr7	127582383	127588595	-	ENSMUSG00000057176	protein_coding	Ccdc189
chr7	127588767	127604799	+	ENSMUSG00000030816	protein_coding	Rnf40
chr7	127590416	127595900	-	ENSMUSG00000108677	antisense	Gm44759
chr7	127603900	127604445	-	ENSMUSG00000099579	antisense	1700120K04Rik
chr7	127607031	127615797	-	ENSMUSG00000045639	protein_coding	Zfp629
chr7	127657062	127658234	-	ENSMUSG00000108766	TEC	Gm44760
chr7	127661456	127708933	-	ENSMUSG00000030814	protein_coding	Bcl7c
chr7	127691935	127700793	+	ENSMUSG00000108801	lincRNA	Gm44514
chr7	127708487	127708562	+	ENSMUSG00000076454	miRNA	Mir762
chr7	127712736	127718192	+	ENSMUSG00000042340	protein_coding	Ctf1
chr7	127718106	127732166	-	ENSMUSG00000060034	protein_coding	Ctf2
chr7	127744543	127769483	+	ENSMUSG00000030811	protein_coding	Fbxl19
chr7	127769815	127775150	+	ENSMUSG00000043964	protein_coding	Orai3
chr7	127776670	127800122	+	ENSMUSG00000042308	protein_coding	Setd1a
chr7	127785608	127803802	+	ENSMUSG00000108815	protein_coding	RP23-325D10.3
chr7	127800094	127802762	-	ENSMUSG00000108402	TEC	9430064I24Rik
chr7	127800604	127803802	+	ENSMUSG00000042289	protein_coding	Hsd3b7
chr7	127803900	127824549	-	ENSMUSG00000030806	protein_coding	Stx1b
chr7	127812154	127813507	-	ENSMUSG00000108808	TEC	Gm45204
chr7	127824294	127849019	+	ENSMUSG00000030805	protein_coding	Stx4a
chr7	127863047	127876828	-	ENSMUSG00000049728	protein_coding	Zfp668
chr7	127876221	127885996	+	ENSMUSG00000049739	protein_coding	Zfp646
chr7	127885841	127890970	-	ENSMUSG00000044139	protein_coding	Prss53
chr7	127886227	127895454	-	ENSMUSG00000030804	protein_coding	Gm21974
chr7	127893063	127895617	-	ENSMUSG00000096145	protein_coding	Vkorc1
chr7	127897568	127898276	+	ENSMUSG00000108479	TEC	2200002A13Rik
chr7	127904082	127910221	+	ENSMUSG00000030802	protein_coding	Bckdk
chr7	127912516	127925837	+	ENSMUSG00000030801	protein_coding	Kat8
chr7	127925716	127930104	-	ENSMUSG00000030800	protein_coding	Prss8
chr7	127932638	127946725	-	ENSMUSG00000070371	protein_coding	Prss36
chr7	127967457	127985701	+	ENSMUSG00000030795	protein_coding	Fus
chr7	127982570	127984881	-	ENSMUSG00000097751	lincRNA	Gm26690
chr7	127989708	127993867	-	ENSMUSG00000030793	protein_coding	Pycard
chr7	127993269	127996598	+	ENSMUSG00000108353	TEC	Gm45205
chr7	128001899	128005190	-	ENSMUSG00000087530	antisense	Gm15533
chr7	128003949	128011033	+	ENSMUSG00000042828	protein_coding	Trim72
chr7	128013029	128013184	-	ENSMUSG00000108437	processed_pseudogene	Gm19366
chr7	128016442	128017220	-	ENSMUSG00000108696	processed_pseudogene	Gm5738
chr7	128041251	128042390	-	ENSMUSG00000108381	processed_pseudogene	Gm9299
chr7	128061705	128061860	-	ENSMUSG00000064677	snRNA	Gm22809
chr7	128062640	128118491	+	ENSMUSG00000030786	protein_coding	Itgam
chr7	128062683	128128160	+	ENSMUSG00000108596	protein_coding	Itgam
chr7	128126835	128127181	+	ENSMUSG00000108578	processed_pseudogene	RP23-144N15.3
chr7	128129547	128150657	+	ENSMUSG00000030789	protein_coding	Itgax
chr7	128154019	128154918	+	ENSMUSG00000108729	processed_pseudogene	Gm17831
chr7	128154376	128223816	+	ENSMUSG00000070369	protein_coding	Itgad
chr7	128182379	128184096	-	ENSMUSG00000108531	antisense	Gm45108
chr7	128192050	128203328	-	ENSMUSG00000108354	processed_transcript	4931431B13Rik
chr7	128205435	128206387	-	ENSMUSG00000030785	protein_coding	Cox6a2
chr7	128215616	128220788	-	ENSMUSG00000108604	antisense	Gm44850
chr7	128234458	128238031	-	ENSMUSG00000062944	protein_coding	9130023H24Rik
chr7	128237342	128245100	+	ENSMUSG00000042178	protein_coding	Armc5
chr7	128246812	128255699	+	ENSMUSG00000030782	protein_coding	Tgfb1i1
chr7	128265657	128272430	+	ENSMUSG00000030781	protein_coding	Slc5a2
chr7	128271379	128298170	-	ENSMUSG00000030780	protein_coding	BC017158
chr7	128288369	128288435	-	ENSMUSG00000093215	miRNA	Mir3103
chr7	128314784	128340805	+	ENSMUSG00000108608	transcribed_processed_pseudogene	Gm6916
chr7	128329808	128330001	+	ENSMUSG00000108636	unprocessed_pseudogene	Gm44650
chr7	128373621	128418758	-	ENSMUSG00000030844	protein_coding	Rgs10
chr7	128408968	128412341	-	ENSMUSG00000084964	processed_transcript	Gm15503
chr7	128439777	128461717	-	ENSMUSG00000030846	protein_coding	Tial1
chr7	128462068	128475571	+	ENSMUSG00000108668	processed_transcript	Gm45019
chr7	128478014	128478138	-	ENSMUSG00000093125	miRNA	Gm24365
chr7	128487945	128500187	-	ENSMUSG00000108626	lincRNA	Gm45018
chr7	128523616	128546981	+	ENSMUSG00000030847	protein_coding	Bag3
chr7	128538932	128539543	+	ENSMUSG00000108614	TEC	2610306O10Rik
chr7	128590926	128593343	-	ENSMUSG00000108795	lincRNA	Gm45121
chr7	128595979	128596278	-	ENSMUSG00000096557	processed_pseudogene	Gm7258
chr7	128611328	128696425	+	ENSMUSG00000042105	protein_coding	Inpp5f
chr7	128688535	128688818	+	ENSMUSG00000107062	processed_pseudogene	Gm43580
chr7	128692689	128693138	+	ENSMUSG00000081339	processed_pseudogene	Gm16044
chr7	128696441	128740495	-	ENSMUSG00000048170	protein_coding	Mcmbp
chr7	128721049	128722044	-	ENSMUSG00000108388	TEC	Gm44673
chr7	128728394	128729522	+	ENSMUSG00000108648	antisense	Gm44674
chr7	128734202	128734303	+	ENSMUSG00000088566	snRNA	Gm23783
chr7	128744179	128745276	-	ENSMUSG00000108720	antisense	Gm44672
chr7	128744943	128784836	+	ENSMUSG00000055319	protein_coding	Sec23ip
chr7	128774846	128774963	-	ENSMUSG00000077283	rRNA	n-R5s158
chr7	128795194	128928013	+	ENSMUSG00000108600	lincRNA	Gm44671
chr7	128826347	128826467	+	ENSMUSG00000080363	miRNA	Gm25778
chr7	128997336	128998021	-	ENSMUSG00000108540	processed_pseudogene	Gm4768
chr7	129054319	129055076	-	ENSMUSG00000108785	processed_pseudogene	Gm4259
chr7	129257031	129391412	+	ENSMUSG00000070366	protein_coding	Plpp4
chr7	129398102	129403090	-	ENSMUSG00000108713	lincRNA	Gm44591
chr7	129591863	129635738	+	ENSMUSG00000042055	protein_coding	Wdr11
chr7	129658928	129731647	+	ENSMUSG00000108580	lincRNA	Gm44868
chr7	129667405	129693400	+	ENSMUSG00000108481	sense_intronic	Gm33248
chr7	129833046	129853779	+	ENSMUSG00000108576	lincRNA	Gm44778
chr7	129962165	129978669	+	ENSMUSG00000108504	lincRNA	Gm4265
chr7	130035094	130035203	+	ENSMUSG00000065763	snRNA	Gm23847
chr7	130162451	133123350	-	ENSMUSG00000030849	protein_coding	Fgfr2
chr7	130352038	130354362	-	ENSMUSG00000082988	processed_pseudogene	Gm5903
chr7	130391493	130520369	-	ENSMUSG00000030850	protein_coding	Ate1
chr7	130456012	130457673	-	ENSMUSG00000108940	TEC	RP23-182F18.1
chr7	130520845	130521272	+	ENSMUSG00000109016	lincRNA	Gm44647
chr7	130523470	130529501	+	ENSMUSG00000099422	transcribed_unitary_pseudogene	Gm4275
chr7	130527251	130527326	-	ENSMUSG00000099232	misc_RNA	Gm27884
chr7	130532526	130573118	-	ENSMUSG00000040331	protein_coding	Nsmce4a
chr7	130577438	130764785	+	ENSMUSG00000030852	protein_coding	Tacc2
chr7	130653128	130654392	-	ENSMUSG00000109225	TEC	4930513N20Rik
chr7	130766953	130767319	+	ENSMUSG00000109104	processed_pseudogene	Gm6108
chr7	130770638	130772652	-	ENSMUSG00000050189	lincRNA	Etos1
chr7	130774069	130825899	+	ENSMUSG00000040298	protein_coding	Btbd16
chr7	130861285	130866330	-	ENSMUSG00000086108	antisense	Gm5602
chr7	130865756	130913312	+	ENSMUSG00000040268	protein_coding	Plekha1
chr7	130908268	130908335	+	ENSMUSG00000104914	miRNA	Mir7061
chr7	130936111	130985660	+	ENSMUSG00000006205	protein_coding	Htra1
chr7	131032053	131121630	+	ENSMUSG00000047517	protein_coding	Dmbt1
chr7	131137713	131146314	-	ENSMUSG00000013668	protein_coding	4933402N03Rik
chr7	131146439	131150580	+	ENSMUSG00000100759	antisense	1700029B22Rik
chr7	131174402	131306451	+	ENSMUSG00000006204	protein_coding	5430419D17Rik
chr7	131308554	131322292	-	ENSMUSG00000040205	protein_coding	Cuzd1
chr7	131325944	131329516	-	ENSMUSG00000030858	protein_coding	1700007K09Rik
chr7	131333864	131336927	+	ENSMUSG00000030859	protein_coding	Fam24a
chr7	131338220	131362759	-	ENSMUSG00000040177	protein_coding	2310057M21Rik
chr7	131371141	131394482	+	ENSMUSG00000063179	protein_coding	Pstk
chr7	131385513	131385946	-	ENSMUSG00000108883	antisense	Gm44623
chr7	131388652	131410521	-	ENSMUSG00000040167	protein_coding	Ikzf5
chr7	131396258	131398535	+	ENSMUSG00000109570	TEC	Gm44624
chr7	131401236	131402796	-	ENSMUSG00000108910	TEC	Gm44625
chr7	131410601	131448944	+	ENSMUSG00000030861	protein_coding	Acadsb
chr7	131440471	131440941	+	ENSMUSG00000109399	sense_intronic	Gm44982
chr7	131457012	131457516	+	ENSMUSG00000108964	processed_pseudogene	Gm18600
chr7	131472474	131472867	-	ENSMUSG00000108989	processed_pseudogene	Gm44984
chr7	131493507	131493903	-	ENSMUSG00000109087	processed_pseudogene	Gm45105
chr7	131542867	131544925	+	ENSMUSG00000040148	protein_coding	Hmx3
chr7	131548773	131558014	+	ENSMUSG00000050100	protein_coding	Hmx2
chr7	131560222	131571895	+	ENSMUSG00000066979	protein_coding	Bub3
chr7	131614188	131614988	-	ENSMUSG00000062758	processed_pseudogene	Gm16477
chr7	131674431	131674882	-	ENSMUSG00000109066	processed_pseudogene	Gm4585
chr7	131785134	131786579	-	ENSMUSG00000108839	TEC	Gm44547
chr7	131824013	131883856	+	ENSMUSG00000109014	lincRNA	Gm44546
chr7	131932463	131932654	-	ENSMUSG00000109340	processed_pseudogene	Gm44548
chr7	131966460	131994405	+	ENSMUSG00000040125	protein_coding	Gpr26
chr7	132032687	132154739	-	ENSMUSG00000030862	protein_coding	Cpxm2
chr7	132058641	132058760	+	ENSMUSG00000084630	rRNA	n-R5s159
chr7	132154171	132155301	+	ENSMUSG00000086814	antisense	Gm15677
chr7	132235780	132317228	-	ENSMUSG00000030930	protein_coding	Chst15
chr7	132311856	132314078	-	ENSMUSG00000109555	TEC	Gm44891
chr7	132315664	132318291	+	ENSMUSG00000109270	antisense	Gm10584
chr7	132321595	132322082	+	ENSMUSG00000109550	lincRNA	Gm44892
chr7	132361375	132365863	-	ENSMUSG00000109137	lincRNA	Gm35000
chr7	132420030	132423713	+	ENSMUSG00000108870	lincRNA	Gm44893
chr7	132462012	132466661	-	ENSMUSG00000108849	lincRNA	Gm35147
chr7	132483658	132484294	+	ENSMUSG00000108858	processed_pseudogene	Gm4587
chr7	132557478	132576398	-	ENSMUSG00000030934	protein_coding	Oat
chr7	132594878	132599637	-	ENSMUSG00000048528	protein_coding	Nkx1-2
chr7	132597387	132599637	+	ENSMUSG00000087657	antisense	Gm16764
chr7	132610638	132706420	+	ENSMUSG00000030946	protein_coding	Lhpp
chr7	132657378	132659884	-	ENSMUSG00000087348	antisense	Gm15582
chr7	132712082	132813886	-	ENSMUSG00000030956	protein_coding	Fam53b
chr7	132827457	132852673	-	ENSMUSG00000030960	protein_coding	Mettl10
chr7	132837698	132840223	-	ENSMUSG00000110159	TEC	Gm45501
chr7	132859225	132885111	+	ENSMUSG00000030965	protein_coding	Fam175b
chr7	132874739	132931197	-	ENSMUSG00000097595	processed_transcript	1500002F19Rik
chr7	132911089	132919732	+	ENSMUSG00000109842	lincRNA	Gm45502
chr7	132931142	132986391	+	ENSMUSG00000030967	protein_coding	Zranb1
chr7	132979582	132983552	-	ENSMUSG00000085663	antisense	Gm15718
chr7	132987563	133124354	-	ENSMUSG00000030970	protein_coding	Ctbp2
chr7	133116534	133120271	-	ENSMUSG00000110282	TEC	B930086L07Rik
chr7	133128251	133142457	+	ENSMUSG00000109816	lincRNA	4930483O08Rik
chr7	133319985	133333201	-	ENSMUSG00000109619	lincRNA	Gm45672
chr7	133587024	133602158	-	ENSMUSG00000030976	protein_coding	Tex36
chr7	133605493	133607338	+	ENSMUSG00000110026	lincRNA	Gm35625
chr7	133608226	133616265	+	ENSMUSG00000109917	lincRNA	Gm45671
chr7	133626349	133627725	-	ENSMUSG00000101546	lincRNA	Gm28747
chr7	133637543	133672971	+	ENSMUSG00000039990	protein_coding	Edrf1
chr7	133674270	133680061	-	ENSMUSG00000030981	protein_coding	Mmp21
chr7	133686243	133710072	-	ENSMUSG00000030979	protein_coding	Uros
chr7	133709333	133721145	+	ENSMUSG00000030983	protein_coding	Bccip
chr7	133720942	133782726	-	ENSMUSG00000030986	protein_coding	Dhx32
chr7	133738479	133738934	-	ENSMUSG00000081431	processed_pseudogene	Gm15483
chr7	133747624	133753038	+	ENSMUSG00000109635	antisense	Gm45670
chr7	133776861	133881532	+	ENSMUSG00000053111	protein_coding	Fank1
chr7	133883199	134232146	-	ENSMUSG00000054555	protein_coding	Adam12
chr7	133939619	133939741	-	ENSMUSG00000093032	miRNA	Gm23631
chr7	134095790	134100278	-	ENSMUSG00000108478	TEC	Gm19514
chr7	134227474	134230705	-	ENSMUSG00000050066	processed_transcript	A130023I24Rik
chr7	134265779	134385661	-	ENSMUSG00000030994	protein_coding	D7Ertd443e
chr7	134425278	134501160	-	ENSMUSG00000108569	lincRNA	Gm4593
chr7	134660335	134661657	+	ENSMUSG00000108702	processed_pseudogene	Gm9333
chr7	134670654	135173639	+	ENSMUSG00000058325	protein_coding	Dock1
chr7	134881926	134938430	-	ENSMUSG00000073805	protein_coding	Fam196a
chr7	134900670	134904289	+	ENSMUSG00000110167	TEC	Gm45532
chr7	134909915	134911908	-	ENSMUSG00000109608	TEC	Gm45597
chr7	135131514	135131646	-	ENSMUSG00000077150	snoRNA	Gm24581
chr7	135191764	135196002	-	ENSMUSG00000100717	lincRNA	1700120G07Rik
chr7	135258703	135272942	+	ENSMUSG00000073804	protein_coding	Nps
chr7	135274658	135277146	-	ENSMUSG00000109891	lincRNA	Gm45339
chr7	135396335	135399544	+	ENSMUSG00000073803	TEC	4930544L04Rik
chr7	135410308	135413622	+	ENSMUSG00000048377	protein_coding	Foxi2
chr7	135486029	135491315	+	ENSMUSG00000109598	lincRNA	Gm45340
chr7	135511466	135528654	-	ENSMUSG00000050866	protein_coding	Clrn3
chr7	135537481	135686293	+	ENSMUSG00000041836	protein_coding	Ptpre
chr7	135566162	135566282	+	ENSMUSG00000088141	miRNA	Mir1962
chr7	135635931	135652314	-	ENSMUSG00000097471	antisense	5830432E09Rik
chr7	135689784	135716361	-	ENSMUSG00000031004	protein_coding	Mki67
chr7	135709194	135709867	+	ENSMUSG00000109910	TEC	Gm45240
chr7	135742676	135833187	+	ENSMUSG00000109831	lincRNA	Gm45320
chr7	135850708	135854448	-	ENSMUSG00000110078	lincRNA	Gm45241
chr7	135853682	135855710	+	ENSMUSG00000109898	lincRNA	6330420H09Rik
chr7	135892815	135894469	+	ENSMUSG00000110004	TEC	Gm45440
chr7	135907456	135907814	-	ENSMUSG00000110113	processed_pseudogene	Gm45439
chr7	135952798	135953783	+	ENSMUSG00000098031	processed_pseudogene	Gm9341
chr7	136167086	136173296	-	ENSMUSG00000110396	lincRNA	Gm36737
chr7	136268324	136318513	+	ENSMUSG00000110027	lincRNA	C030029H02Rik
chr7	136288656	136292327	+	ENSMUSG00000109792	TEC	Gm45426
chr7	136332216	136349415	-	ENSMUSG00000109633	lincRNA	C230079O03Rik
chr7	136353364	136356270	+	ENSMUSG00000109981	lincRNA	Gm45383
chr7	136509026	136509333	-	ENSMUSG00000087869	misc_RNA	Gm24444
chr7	136657209	136658073	+	ENSMUSG00000109894	processed_pseudogene	Gm5904
chr7	136667955	136710604	-	ENSMUSG00000110101	lincRNA	Gm6249
chr7	136810909	136812515	+	ENSMUSG00000110126	processed_pseudogene	Gm9347
chr7	136894614	137130266	+	ENSMUSG00000054612	protein_coding	Mgmt
chr7	136920941	136923492	+	ENSMUSG00000109721	TEC	Gm45280
chr7	137167820	137168099	+	ENSMUSG00000110174	processed_pseudogene	Gm45499
chr7	137193673	137314445	-	ENSMUSG00000010476	protein_coding	Ebf3
chr7	137198488	137201722	+	ENSMUSG00000109847	antisense	Gm45278
chr7	137234683	137242609	+	ENSMUSG00000109722	antisense	Gm10578
chr7	137335741	137336429	-	ENSMUSG00000109677	processed_pseudogene	Gm45514
chr7	137370836	137373260	+	ENSMUSG00000109843	processed_pseudogene	Gm17841
chr7	137375574	137410762	-	ENSMUSG00000040139	protein_coding	9430038I01Rik
chr7	137437614	137468594	+	ENSMUSG00000031068	protein_coding	Glrx3
chr7	137557112	137564588	-	ENSMUSG00000109973	lincRNA	Gm45397
chr7	137649089	137650335	+	ENSMUSG00000110145	TEC	Gm45683
chr7	137734266	137737959	+	ENSMUSG00000110090	lincRNA	Gm45682
chr7	138062006	138062603	+	ENSMUSG00000109834	processed_pseudogene	Gm5650
chr7	138101433	138101539	-	ENSMUSG00000064575	snRNA	Gm25798
chr7	138208974	138397730	-	ENSMUSG00000091002	protein_coding	Tcerg1l
chr7	138413614	138421765	+	ENSMUSG00000110354	lincRNA	Gm45686
chr7	138554230	138567709	+	ENSMUSG00000110037	lincRNA	Gm45685
chr7	138700903	138703297	+	ENSMUSG00000109802	lincRNA	Gm30808
chr7	138820745	138821024	+	ENSMUSG00000110241	processed_pseudogene	Gm45506
chr7	138835823	138846273	-	ENSMUSG00000041775	protein_coding	Mapk1ip1
chr7	138846079	138883057	+	ENSMUSG00000041769	protein_coding	Ppp2r2d
chr7	138890836	138909519	-	ENSMUSG00000078566	protein_coding	Bnip3
chr7	138890964	138894675	+	ENSMUSG00000109881	antisense	Gm45507
chr7	138899388	138900239	+	ENSMUSG00000110237	processed_pseudogene	Gm18258
chr7	138914388	138915314	+	ENSMUSG00000098199	processed_pseudogene	Gm9358
chr7	138929724	138930216	-	ENSMUSG00000110319	processed_pseudogene	Gm45668
chr7	138940730	139083976	+	ENSMUSG00000056856	protein_coding	Jakmip3
chr7	139019160	139020999	-	ENSMUSG00000109855	antisense	Gm45613
chr7	139086001	139102704	+	ENSMUSG00000025478	protein_coding	Dpysl4
chr7	139103638	139213307	-	ENSMUSG00000015981	protein_coding	Stk32c
chr7	139199196	139199296	-	ENSMUSG00000098629	snRNA	Gm27975
chr7	139212275	139213191	-	ENSMUSG00000110303	TEC	Gm45328
chr7	139212988	139242979	+	ENSMUSG00000015980	protein_coding	Lrrc27
chr7	139248482	139269903	+	ENSMUSG00000060260	protein_coding	Pwwp2b
chr7	139292817	139296865	-	ENSMUSG00000110115	lincRNA	Gm45329
chr7	139389109	139579652	+	ENSMUSG00000025477	protein_coding	Inpp5a
chr7	139579376	139582797	-	ENSMUSG00000041309	protein_coding	Nkx6-2
chr7	139600951	139683817	-	ENSMUSG00000049571	protein_coding	Cfap46
chr7	139659688	139660155	-	ENSMUSG00000083626	processed_pseudogene	Gm4459
chr7	139719399	139719881	+	ENSMUSG00000056777	processed_pseudogene	Rpl21-ps13
chr7	139774714	139775179	+	ENSMUSG00000109905	processed_pseudogene	Gm7380
chr7	139779018	139779126	+	ENSMUSG00000098619	miRNA	Mir6401
chr7	139834174	139878088	+	ENSMUSG00000025475	protein_coding	Adgra1
chr7	139887477	139888351	-	ENSMUSG00000109710	processed_pseudogene	Gm4974
chr7	139894696	139941537	+	ENSMUSG00000066129	protein_coding	Kndc1
chr7	139943789	139945112	+	ENSMUSG00000047751	protein_coding	Utf1
chr7	139950396	139978977	+	ENSMUSG00000086742	processed_transcript	Gm16201
chr7	139957005	139958039	-	ENSMUSG00000085354	lincRNA	Gm2044
chr7	139957566	139957622	-	ENSMUSG00000105165	miRNA	Mir7686
chr7	139957689	139957760	-	ENSMUSG00000065502	miRNA	Mir202
chr7	139972303	139978755	-	ENSMUSG00000073795	protein_coding	6430531B16Rik
chr7	139978932	139992562	-	ENSMUSG00000025473	protein_coding	Adam8
chr7	139986809	139986874	-	ENSMUSG00000099092	miRNA	Mir7062
chr7	139995955	140036669	-	ENSMUSG00000025474	protein_coding	Tubgcp2
chr7	140036391	140040602	+	ENSMUSG00000025470	protein_coding	Zfp511
chr7	140046157	140049089	-	ENSMUSG00000025469	protein_coding	Msx3
chr7	140069880	140082548	-	ENSMUSG00000025468	protein_coding	Caly
chr7	140093395	140097200	+	ENSMUSG00000025467	protein_coding	Prap1
chr7	140096770	140102441	-	ENSMUSG00000025466	protein_coding	Fuom
chr7	140105710	140116476	-	ENSMUSG00000025465	protein_coding	Echs1
chr7	140115799	140137224	+	ENSMUSG00000025464	protein_coding	Paox
chr7	140137564	140150786	+	ENSMUSG00000039018	protein_coding	Mtg1
chr7	140150628	140154877	-	ENSMUSG00000045733	protein_coding	Sprn
chr7	140159999	140164764	-	ENSMUSG00000051180	protein_coding	Olfr522
chr7	140173217	140178758	+	ENSMUSG00000051051	protein_coding	Olfr523
chr7	140198499	140205964	-	ENSMUSG00000050366	protein_coding	Olfr524
chr7	140218267	140231145	+	ENSMUSG00000025461	protein_coding	Cd163l1
chr7	140247284	140300736	+	ENSMUSG00000054672	protein_coding	5830411N06Rik
chr7	140315813	140316055	+	ENSMUSG00000109875	processed_pseudogene	Gm45456
chr7	140320858	140327625	+	ENSMUSG00000061489	protein_coding	Olfr525
chr7	140334017	140338551	+	ENSMUSG00000062782	protein_coding	Olfr527
chr7	140341477	140342204	+	ENSMUSG00000110059	unprocessed_pseudogene	Olfr528-ps1
chr7	140343815	140361671	-	ENSMUSG00000060112	protein_coding	Olfr60
chr7	140368510	140370102	+	ENSMUSG00000110257	unprocessed_pseudogene	Olfr529-ps1
chr7	140371872	140376331	-	ENSMUSG00000060974	protein_coding	Olfr530
chr7	140385765	140386344	-	ENSMUSG00000109690	processed_pseudogene	Gm6376
chr7	140399045	140402918	-	ENSMUSG00000062712	protein_coding	Olfr531
chr7	140415710	140421639	-	ENSMUSG00000063823	protein_coding	Olfr532
chr7	140463370	140468128	+	ENSMUSG00000056883	protein_coding	Olfr533
chr7	140478760	140479629	-	ENSMUSG00000110169	unprocessed_pseudogene	Olfr534-ps1
chr7	140484216	140497104	+	ENSMUSG00000063230	protein_coding	Olfr535
chr7	140500849	140507396	-	ENSMUSG00000052508	protein_coding	Olfr536
chr7	140529534	140539450	+	ENSMUSG00000110092	polymorphic_pseudogene	Olfr537-ps1
chr7	140574155	140575087	+	ENSMUSG00000095901	protein_coding	Olfr538
chr7	140601269	140617678	+	ENSMUSG00000093942	protein_coding	Olfr46
chr7	140628970	140638798	+	ENSMUSG00000096069	protein_coding	Olfr61
chr7	140646452	140652959	+	ENSMUSG00000094819	protein_coding	Olfr53
chr7	140667289	140668248	+	ENSMUSG00000059136	protein_coding	Olfr539
