mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_5366	cd81	ENSMUSG00000037706
mm_xp_gene_5367	cd8a	ENSMUSG00000053977
mm_xp_gene_5368	cd97	ENSMUSG00000002885
mm_xp_gene_5369	cdan1	ENSMUSG00000027284
mm_xp_gene_5370	cdc123	ENSMUSG00000039128
mm_xp_gene_5371	cdc14b	ENSMUSG00000033502
mm_xp_gene_5372	cdc16	ENSMUSG00000038416
mm_xp_gene_5373	cdc20b-like	ENSMUSG00000078926
mm_xp_gene_5374	cdc23	ENSMUSG00000024370
mm_xp_gene_5375	cdc25b	ENSMUSG00000027330
mm_xp_gene_5376	cdc27	ENSMUSG00000020687
mm_xp_gene_5377	cdc34	ENSMUSG00000020870
mm_xp_gene_5378	cdc34	ENSMUSG00000020307
mm_xp_gene_5379	cdc37	ENSMUSG00000019471
mm_xp_gene_5380	cdc37l1	ENSMUSG00000024780
mm_xp_gene_5381	cdc40	ENSMUSG00000038446
mm_xp_gene_5382	cdc42	ENSMUSG00000006699
mm_xp_gene_5383	cdc42bpa	ENSMUSG00000026490
mm_xp_gene_5384	cdc42bpb	ENSMUSG00000021279
mm_xp_gene_5385	cdc42ep1-like	ENSMUSG00000049521
mm_xp_gene_5386	cdc42ep2	ENSMUSG00000045664
mm_xp_gene_5387	cdc42ep3	ENSMUSG00000036533
mm_xp_gene_5388	cdc42ep4	ENSMUSG00000041598
mm_xp_gene_5389	cdc42se1	ENSMUSG00000046722
mm_xp_gene_5390	cdc45-like	ENSMUSG00000000028
mm_xp_gene_5391	cdc5l	ENSMUSG00000023932
mm_xp_gene_5392	cdc7	ENSMUSG00000029283
mm_xp_gene_5393	cdc73	ENSMUSG00000026361
mm_xp_gene_5394	cdca2-like	ENSMUSG00000048922
mm_xp_gene_5395	cdca3-like	ENSMUSG00000023505
mm_xp_gene_5396	cdca4	ENSMUSG00000047832
mm_xp_gene_5397	cdca7	ENSMUSG00000055612
mm_xp_gene_5398	cdca7l	ENSMUSG00000021175
mm_xp_gene_5399	cdca8	ENSMUSG00000028873
mm_xp_gene_5400	cdcp1	ENSMUSG00000035498
mm_xp_gene_5401	cdcp2	ENSMUSG00000047636
mm_xp_gene_5402	cdh1	ENSMUSG00000000303
mm_xp_gene_5403	cdh10	ENSMUSG00000022321
mm_xp_gene_5404	cdh11	ENSMUSG00000031673
mm_xp_gene_5405	cdh12	ENSMUSG00000040452
mm_xp_gene_5406	cdh13	ENSMUSG00000031841
mm_xp_gene_5407	cdh15	ENSMUSG00000031962
mm_xp_gene_5408	cdh16-like.1	ENSMUSG00000031881
mm_xp_gene_5409	cdh16-like.2	ENSMUSG00000031881
mm_xp_gene_5410	cdh17	ENSMUSG00000028217
mm_xp_gene_5411	cdh18	ENSMUSG00000040420
mm_xp_gene_5412	cdh19	ENSMUSG00000047216
mm_xp_gene_5413	cdh20	ENSMUSG00000050840
mm_xp_gene_5414	cdh22	ENSMUSG00000053166
mm_xp_gene_5415	cdh23-like.1	ENSMUSG00000012819
mm_xp_gene_5416	cdh23-like.2	ENSMUSG00000057751
mm_xp_gene_5417	cdh24	ENSMUSG00000059674
mm_xp_gene_5418	cdh26	ENSMUSG00000039155
mm_xp_gene_5419	cdh4	ENSMUSG00000000305
mm_xp_gene_5420	cdh5	ENSMUSG00000031871
mm_xp_gene_5421	cdh7	ENSMUSG00000026312
mm_xp_gene_5422	cdh8	ENSMUSG00000036510
mm_xp_gene_5423	cdh9	ENSMUSG00000025370
mm_xp_gene_5424	cdhr1	ENSMUSG00000021803
mm_xp_gene_5425	cdhr2	ENSMUSG00000034918
mm_xp_gene_5426	cdhr3	ENSMUSG00000035860
mm_xp_gene_5427	cdhr4	ENSMUSG00000032595
mm_xp_gene_5428	cdip1	ENSMUSG00000004071
mm_xp_gene_5429	cdk10	ENSMUSG00000033862
mm_xp_gene_5430	cdk12	ENSMUSG00000003119
mm_xp_gene_5431	cdk13	ENSMUSG00000041297
mm_xp_gene_5432	cdk14	ENSMUSG00000028926
mm_xp_gene_5433	cdk15	ENSMUSG00000026023
mm_xp_gene_5434	cdk17	ENSMUSG00000020015
mm_xp_gene_5435	cdk19	ENSMUSG00000038481
mm_xp_gene_5436	cdk2	ENSMUSG00000025358
mm_xp_gene_5437	cdk2ap1	ENSMUSG00000029394
mm_xp_gene_5438	cdk2ap1	ENSMUSG00000078154
mm_xp_gene_5439	cdk5	ENSMUSG00000028969
mm_xp_gene_5440	cdk5r1	ENSMUSG00000048895
mm_xp_gene_5441	cdk5r2	ENSMUSG00000090071
mm_xp_gene_5442	cdk5rap1	ENSMUSG00000027487
mm_xp_gene_5443	cdk5rap2	ENSMUSG00000039298
mm_xp_gene_5444	cdk5rap3	ENSMUSG00000018669
mm_xp_gene_5445	cdk6	ENSMUSG00000040274
mm_xp_gene_5446	cdk7	ENSMUSG00000069089
mm_xp_gene_5447	cdk8	ENSMUSG00000029635
mm_xp_gene_5448	cdk9	ENSMUSG00000009555
mm_xp_gene_5449	cdkal1	ENSMUSG00000006191
mm_xp_gene_5450	cdkl1	ENSMUSG00000020990
mm_xp_gene_5451	cdkn2c	ENSMUSG00000028551
mm_xp_gene_5452	cdkn2d	ENSMUSG00000035047
mm_xp_gene_5453	cdnf	ENSMUSG00000039496
mm_xp_gene_5454	cdo1	ENSMUSG00000033022
mm_xp_gene_5455	cdpf1-like	ENSMUSG00000064284
mm_xp_gene_5456	cdr2	ENSMUSG00000030878
mm_xp_gene_5457	cdr2l-like	ENSMUSG00000050910
mm_xp_gene_5458	cds1	ENSMUSG00000029330
mm_xp_gene_5459	cds2	ENSMUSG00000058793
mm_xp_gene_5460	cdt1	ENSMUSG00000006585
mm_xp_gene_5461	cdv3	ENSMUSG00000032803
mm_xp_gene_5462	cdx1	ENSMUSG00000024619
mm_xp_gene_5463	cdyl	ENSMUSG00000059288
mm_xp_gene_5464	cdyl2	ENSMUSG00000031758
mm_xp_gene_5465	ceacam4-like	ENSMUSG00000070798
mm_xp_gene_5466	ceacam4-like	ENSMUSG00000070797
mm_xp_gene_5467	ceacam4-like	ENSMUSG00000003505
mm_xp_gene_5468	ceacam4-like	ENSMUSG00000070796
mm_xp_gene_5469	ceacam4-like	ENSMUSG00000004542
mm_xp_gene_5470	ceacam4-like	ENSMUSG00000030368
mm_xp_gene_5471	ceacam4-like	ENSMUSG00000030366
mm_xp_gene_5472	ceacam4-like	ENSMUSG00000044903
mm_xp_gene_5473	ceacam4-like	ENSMUSG00000008789
mm_xp_gene_5474	ceacam4-like	ENSMUSG00000004540
mm_xp_gene_5475	ceacam4-like	ENSMUSG00000053228
mm_xp_gene_5476	ceacam4-like	ENSMUSG00000066760
mm_xp_gene_5477	ceacam4-like	ENSMUSG00000030373
mm_xp_gene_5478	ceacam4-like	ENSMUSG00000074359
mm_xp_gene_5479	ceacam4-like	ENSMUSG00000057195
mm_xp_gene_5480	ceacam4-like	ENSMUSG00000023159
mm_xp_gene_5481	ceacam4-like	ENSMUSG00000063305
mm_xp_gene_5482	ceacam4-like	ENSMUSG00000023185
mm_xp_gene_5483	ceacam4-like	ENSMUSG00000070799
mm_xp_gene_5484	cebpa	ENSMUSG00000034957
mm_xp_gene_5485	cebpb	ENSMUSG00000056501
mm_xp_gene_5486	cebpe	ENSMUSG00000052435
mm_xp_gene_5487	cebpg	ENSMUSG00000056216
mm_xp_gene_5488	cecr2	ENSMUSG00000071226
mm_xp_gene_5489	cecr6	ENSMUSG00000094626
mm_xp_gene_5490	celf2	ENSMUSG00000002107
mm_xp_gene_5491	celf4	ENSMUSG00000024268
mm_xp_gene_5492	celsr1	ENSMUSG00000068740
mm_xp_gene_5493	celsr2	ENSMUSG00000068740
mm_xp_gene_5494	cenpa	ENSMUSG00000029177
mm_xp_gene_5495	cenpc1	ENSMUSG00000029253
mm_xp_gene_5496	cenpe-like	ENSMUSG00000045328
mm_xp_gene_5497	cenpk	ENSMUSG00000021714
mm_xp_gene_5498	cenpl	ENSMUSG00000026708
mm_xp_gene_5499	cenpm	ENSMUSG00000068101
mm_xp_gene_5500	cenpn	ENSMUSG00000031756
mm_xp_gene_5501	cenpo-like	ENSMUSG00000020652
mm_xp_gene_5502	cenpp	ENSMUSG00000021391
mm_xp_gene_5503	cenpt	ENSMUSG00000036672
mm_xp_gene_5504	cenpu	ENSMUSG00000031629
mm_xp_gene_5505	cenpv	ENSMUSG00000018509
mm_xp_gene_5506	cep104-like	ENSMUSG00000039523
mm_xp_gene_5507	cep120	ENSMUSG00000048799
mm_xp_gene_5508	cep135	ENSMUSG00000036403
mm_xp_gene_5509	cep152-like	ENSMUSG00000068394
mm_xp_gene_5510	cep164-like	ENSMUSG00000043987
mm_xp_gene_5511	cep19	ENSMUSG00000035790
mm_xp_gene_5512	cep192-like	ENSMUSG00000024542
mm_xp_gene_5513	cep290	ENSMUSG00000019971
mm_xp_gene_5514	cep350	ENSMUSG00000033671
mm_xp_gene_5515	cep41	ENSMUSG00000029790
mm_xp_gene_5516	cep44	ENSMUSG00000038215
mm_xp_gene_5517	cep55-like	ENSMUSG00000024989
mm_xp_gene_5518	cep57-like	ENSMUSG00000031922
mm_xp_gene_5519	cep57l1	ENSMUSG00000019813
mm_xp_gene_5520	cep76	ENSMUSG00000073542
mm_xp_gene_5521	cep78	ENSMUSG00000041491
mm_xp_gene_5522	cep83	ENSMUSG00000020024
mm_xp_gene_5523	cep85l	ENSMUSG00000038594
mm_xp_gene_5524	cep89-like	ENSMUSG00000023072
mm_xp_gene_5525	cep97	ENSMUSG00000022604
mm_xp_gene_5526	cept1	ENSMUSG00000040774
mm_xp_gene_5527	cer1	ENSMUSG00000038192
mm_xp_gene_5528	cerkl	ENSMUSG00000075256
mm_xp_gene_5529	cers1	ENSMUSG00000109523
mm_xp_gene_5530	cers1	ENSMUSG00000087408
mm_xp_gene_5531	cers2	ENSMUSG00000015714
mm_xp_gene_5532	cers3	ENSMUSG00000015714
mm_xp_gene_5533	cers4-like	ENSMUSG00000008206
mm_xp_gene_5534	cers6	ENSMUSG00000027035
mm_xp_gene_5535	cetn3	ENSMUSG00000021537
mm_xp_gene_5536	cfap45	ENSMUSG00000026546
mm_xp_gene_5537	cfap61	ENSMUSG00000037143
mm_xp_gene_5538	cfap97	ENSMUSG00000031631
mm_xp_gene_5539	cfdp1	ENSMUSG00000031954
mm_xp_gene_5540	cfi	ENSMUSG00000058952
mm_xp_gene_5541	cfl1	ENSMUSG00000056201
mm_xp_gene_5542	cfl2	ENSMUSG00000062929
mm_xp_gene_5543	cftr	ENSMUSG00000041301
mm_xp_gene_5544	cga	ENSMUSG00000028298
mm_xp_gene_5545	cgn	ENSMUSG00000068876
mm_xp_gene_5546	cgrrf1	ENSMUSG00000055128
mm_xp_gene_5547	chac1-like	ENSMUSG00000027313
mm_xp_gene_5548	chac2	ENSMUSG00000020309
mm_xp_gene_5549	chad-like	ENSMUSG00000039084
mm_xp_gene_5550	chadl	ENSMUSG00000063765
mm_xp_gene_5551	champ1-like	ENSMUSG00000047710
mm_xp_gene_5552	chat	ENSMUSG00000021919
mm_xp_gene_5553	chchd3	ENSMUSG00000053768
mm_xp_gene_5554	chchd4	ENSMUSG00000034203
mm_xp_gene_5555	chchd6-like	ENSMUSG00000030086
mm_xp_gene_5556	chchd7	ENSMUSG00000042198
mm_xp_gene_5557	chd2	ENSMUSG00000078671
mm_xp_gene_5558	chd3	ENSMUSG00000018474
mm_xp_gene_5559	chd4	ENSMUSG00000063870
mm_xp_gene_5560	chd5-like.2	ENSMUSG00000005045
mm_xp_gene_5561	chd6-like	ENSMUSG00000057133
mm_xp_gene_5562	chd7-like	ENSMUSG00000041235
mm_xp_gene_5563	chd8	ENSMUSG00000053754
mm_xp_gene_5564	chd9	ENSMUSG00000056608
mm_xp_gene_5565	chek1	ENSMUSG00000032113
mm_xp_gene_5566	chek2-like.1	ENSMUSG00000029521
mm_xp_gene_5567	chek2-like.2	ENSMUSG00000029521
mm_xp_gene_5568	cherp	ENSMUSG00000052488
mm_xp_gene_5569	chfr	ENSMUSG00000014668
mm_xp_gene_5570	chgb	ENSMUSG00000027350
mm_xp_gene_5571	chia	ENSMUSG00000062778
mm_xp_gene_5572	chia	ENSMUSG00000040809
mm_xp_gene_5573	chia	ENSMUSG00000043873
mm_xp_gene_5574	chia	ENSMUSG00000063779
mm_xp_gene_5575	chia	ENSMUSG00000027902
mm_xp_gene_5576	chic2	ENSMUSG00000029229
mm_xp_gene_5577	chit1	ENSMUSG00000062778
mm_xp_gene_5578	chit1	ENSMUSG00000040809
mm_xp_gene_5579	chit1	ENSMUSG00000043873
mm_xp_gene_5580	chit1	ENSMUSG00000063779
mm_xp_gene_5581	chit1	ENSMUSG00000027902
mm_xp_gene_5582	chka	ENSMUSG00000024843
mm_xp_gene_5583	chkb	ENSMUSG00000022617
mm_xp_gene_5584	chmp1a	ENSMUSG00000000743
mm_xp_gene_5585	chmp1b	ENSMUSG00000109901
mm_xp_gene_5586	chmp2b	ENSMUSG00000004843
mm_xp_gene_5587	chmp3	ENSMUSG00000053119
mm_xp_gene_5588	chmp4b	ENSMUSG00000038467
mm_xp_gene_5589	chmp4c	ENSMUSG00000027536
mm_xp_gene_5590	chmp5	ENSMUSG00000028419
mm_xp_gene_5591	chmp7	ENSMUSG00000034190
mm_xp_gene_5592	chn1	ENSMUSG00000056486
mm_xp_gene_5593	chn2-like	ENSMUSG00000004633
mm_xp_gene_5594	chodl	ENSMUSG00000022860
mm_xp_gene_5595	chordc1	ENSMUSG00000001774
mm_xp_gene_5596	chp1	ENSMUSG00000014077
mm_xp_gene_5597	chpt1	ENSMUSG00000060002
mm_xp_gene_5598	chrac1	ENSMUSG00000068391
mm_xp_gene_5599	chrm2	ENSMUSG00000045613
mm_xp_gene_5600	chrm4	ENSMUSG00000040495
mm_xp_gene_5601	chrm5	ENSMUSG00000074939
mm_xp_gene_5602	chrna10	ENSMUSG00000029205
mm_xp_gene_5603	chrna2-like	ENSMUSG00000022041
mm_xp_gene_5604	chrna5-like	ENSMUSG00000035594
mm_xp_gene_5605	chrna9	ENSMUSG00000029205
mm_xp_gene_5606	chrnb2	ENSMUSG00000027950
mm_xp_gene_5607	chrnb3	ENSMUSG00000031492
mm_xp_gene_5608	chrnb4	ENSMUSG00000035200
mm_xp_gene_5609	chrnd	ENSMUSG00000026251
mm_xp_gene_5610	chrne	ENSMUSG00000014609
mm_xp_gene_5611	chrng	ENSMUSG00000026253
mm_xp_gene_5612	chst1	ENSMUSG00000027221
mm_xp_gene_5613	chst10-like	ENSMUSG00000026080
mm_xp_gene_5614	chst11	ENSMUSG00000034612
mm_xp_gene_5615	chst12	ENSMUSG00000036599
mm_xp_gene_5616	chst13	ENSMUSG00000034612
mm_xp_gene_5617	chst14	ENSMUSG00000074916
mm_xp_gene_5618	chst15	ENSMUSG00000030930
mm_xp_gene_5619	chst2	ENSMUSG00000033350
mm_xp_gene_5620	chst3	ENSMUSG00000057337
mm_xp_gene_5621	chst4	ENSMUSG00000035930
mm_xp_gene_5622	chst8	ENSMUSG00000060402
mm_xp_gene_5623	chsy1	ENSMUSG00000032640
mm_xp_gene_5624	chsy3	ENSMUSG00000058152
mm_xp_gene_5625	chtf18	ENSMUSG00000019214
mm_xp_gene_5626	chtf8	ENSMUSG00000046691
mm_xp_gene_5627	chuk	ENSMUSG00000025199
mm_xp_gene_5628	churc1	ENSMUSG00000090258
mm_xp_gene_5629	ciao1	ENSMUSG00000003662
mm_xp_gene_5630	ciapin1	ENSMUSG00000031781
mm_xp_gene_5631	cib1	ENSMUSG00000030538
mm_xp_gene_5632	cib2	ENSMUSG00000037493
mm_xp_gene_5633	cidea	ENSMUSG00000024526
mm_xp_gene_5634	cideb	ENSMUSG00000022219
mm_xp_gene_5635	cidec	ENSMUSG00000030278
mm_xp_gene_5636	ciita	ENSMUSG00000022504
mm_xp_gene_5637	cilp	ENSMUSG00000042254
mm_xp_gene_5638	cinp	ENSMUSG00000021276
mm_xp_gene_5639	cipc	ENSMUSG00000034157
mm_xp_gene_5640	cirbp	ENSMUSG00000045193
mm_xp_gene_5641	cirh1a	ENSMUSG00000041438
mm_xp_gene_5642	cisd1	ENSMUSG00000037710
mm_xp_gene_5643	cisd2	ENSMUSG00000028165
mm_xp_gene_5644	cisd3	ENSMUSG00000078695
mm_xp_gene_5645	cish	ENSMUSG00000032578
mm_xp_gene_5646	cit	ENSMUSG00000029516
mm_xp_gene_5647	cited2	ENSMUSG00000039910
mm_xp_gene_5648	cited4	ENSMUSG00000039910
mm_xp_gene_5649	ciz1-like	ENSMUSG00000039205
mm_xp_gene_5650	ckap2-like	ENSMUSG00000037725
mm_xp_gene_5651	ckap2l-like	ENSMUSG00000048327
mm_xp_gene_5652	ckb	ENSMUSG00000001270
mm_xp_gene_5653	ckm	ENSMUSG00000030399
mm_xp_gene_5654	ckmt1b	ENSMUSG00000000308
mm_xp_gene_5655	cks2	ENSMUSG00000062248
mm_xp_gene_5656	clcf1	ENSMUSG00000040663
mm_xp_gene_5657	clcn2-like	ENSMUSG00000022843
mm_xp_gene_5658	clcn3	ENSMUSG00000004319
mm_xp_gene_5659	clcn4	ENSMUSG00000000605
mm_xp_gene_5660	clcn6-like	ENSMUSG00000029016
mm_xp_gene_5661	cldn1	ENSMUSG00000022512
mm_xp_gene_5662	cldn10	ENSMUSG00000022132
mm_xp_gene_5663	cldn11	ENSMUSG00000037625
mm_xp_gene_5664	cldn14	ENSMUSG00000047109
mm_xp_gene_5665	cldn16	ENSMUSG00000038148
mm_xp_gene_5666	cldn18	ENSMUSG00000032473
mm_xp_gene_5667	cldn19	ENSMUSG00000066058
mm_xp_gene_5668	cldn23	ENSMUSG00000055976
mm_xp_gene_5669	cldn3	ENSMUSG00000070473
mm_xp_gene_5670	cldn4	ENSMUSG00000047501
mm_xp_gene_5671	cldn5	ENSMUSG00000041378
mm_xp_gene_5672	cldnd1	ENSMUSG00000022744
mm_xp_gene_5673	clec11a	ENSMUSG00000004473
mm_xp_gene_5674	clec14a	ENSMUSG00000045930
mm_xp_gene_5675	clec16a	ENSMUSG00000068663
mm_xp_gene_5676	clec2d	ENSMUSG00000030155
mm_xp_gene_5677	clec2d	ENSMUSG00000030365
mm_xp_gene_5678	clec2d	ENSMUSG00000030364
mm_xp_gene_5679	clec2d	ENSMUSG00000000248
mm_xp_gene_5680	clec2d	ENSMUSG00000030157
mm_xp_gene_5681	clec3a	ENSMUSG00000008874
mm_xp_gene_5682	clec3b	ENSMUSG00000025784
mm_xp_gene_5683	clgn-like	ENSMUSG00000020368
mm_xp_gene_5684	clhc1	ENSMUSG00000020461
mm_xp_gene_5685	clic1	ENSMUSG00000007041
mm_xp_gene_5686	clic3	ENSMUSG00000015093
mm_xp_gene_5687	clic4	ENSMUSG00000023959
mm_xp_gene_5688	clic5	ENSMUSG00000037242
mm_xp_gene_5689	clic6	ENSMUSG00000022949
mm_xp_gene_5690	clint1	ENSMUSG00000006169
mm_xp_gene_5691	clip3	ENSMUSG00000013921
mm_xp_gene_5692	clip4	ENSMUSG00000042502
mm_xp_gene_5693	clk1	ENSMUSG00000026034
mm_xp_gene_5694	clk2-like.1	ENSMUSG00000068917
mm_xp_gene_5695	clk2-like.2	ENSMUSG00000068917
mm_xp_gene_5696	clk3	ENSMUSG00000032316
mm_xp_gene_5697	clmn-like	ENSMUSG00000021097
mm_xp_gene_5698	clmp	ENSMUSG00000032024
mm_xp_gene_5699	cln3-like	ENSMUSG00000030720
mm_xp_gene_5700	cln5	ENSMUSG00000022125
mm_xp_gene_5701	cln8-like	ENSMUSG00000026317
mm_xp_gene_5702	clnk	ENSMUSG00000039315
mm_xp_gene_5703	clock	ENSMUSG00000029238
mm_xp_gene_5704	clp1	ENSMUSG00000027079
mm_xp_gene_5705	clptm1-like	ENSMUSG00000002981
mm_xp_gene_5706	clptm1l	ENSMUSG00000021610
mm_xp_gene_5707	clpx	ENSMUSG00000015357
mm_xp_gene_5708	clrn1	ENSMUSG00000043850
mm_xp_gene_5709	clrn2	ENSMUSG00000049530
mm_xp_gene_5710	clrn3	ENSMUSG00000050866
mm_xp_gene_5711	clstn2	ENSMUSG00000032452
mm_xp_gene_5712	clstn3	ENSMUSG00000039953
mm_xp_gene_5713	cltb	ENSMUSG00000047547
mm_xp_gene_5714	cltc	ENSMUSG00000047126
mm_xp_gene_5715	cluap1	ENSMUSG00000014232
mm_xp_gene_5716	cluap1	ENSMUSG00000093575
mm_xp_gene_5717	cluh	ENSMUSG00000020741
mm_xp_gene_5718	clvs1	ENSMUSG00000041216
mm_xp_gene_5719	clvs2-like	ENSMUSG00000019785
mm_xp_gene_5720	clybl	ENSMUSG00000025545
mm_xp_gene_5721	cmbl	ENSMUSG00000022235
mm_xp_gene_5722	cmc1	ENSMUSG00000039163
mm_xp_gene_5723	cmc2	ENSMUSG00000014633
mm_xp_gene_5724	cmip-like	ENSMUSG00000034390
mm_xp_gene_5725	cmklr1	ENSMUSG00000042190
mm_xp_gene_5726	cmpk1-like	ENSMUSG00000028719
mm_xp_gene_5727	cmpk2	ENSMUSG00000020638
mm_xp_gene_5728	cmss1	ENSMUSG00000022748
mm_xp_gene_5729	cmtm3	ENSMUSG00000031875
mm_xp_gene_5730	cmtm5	ENSMUSG00000040759
mm_xp_gene_5731	cmtm7	ENSMUSG00000032436
mm_xp_gene_5732	cmtm8-like	ENSMUSG00000044345
mm_xp_gene_5733	cmtr1	ENSMUSG00000024019
mm_xp_gene_5734	cmya5	ENSMUSG00000047419
mm_xp_gene_5735	cndp1	ENSMUSG00000056162
mm_xp_gene_5736	cnep1r1	ENSMUSG00000036810
mm_xp_gene_5737	cnfn.1	ENSMUSG00000063651
mm_xp_gene_5738	cnga4	ENSMUSG00000030897
mm_xp_gene_5739	cngb3	ENSMUSG00000056494
mm_xp_gene_5740	cnih1	ENSMUSG00000015759
mm_xp_gene_5741	cnih2	ENSMUSG00000024873
mm_xp_gene_5742	cnih3	ENSMUSG00000026514
mm_xp_gene_5743	cnih4	ENSMUSG00000062169
mm_xp_gene_5744	cnksr3	ENSMUSG00000015202
mm_xp_gene_5745	cnn3	ENSMUSG00000053931
mm_xp_gene_5746	cnnm1	ENSMUSG00000025189
mm_xp_gene_5747	cnnm2	ENSMUSG00000037408
mm_xp_gene_5748	cnnm3-like	ENSMUSG00000001138
mm_xp_gene_5749	cnot1	ENSMUSG00000036550
mm_xp_gene_5750	cnot11-like	ENSMUSG00000003135
mm_xp_gene_5751	cnot7	ENSMUSG00000031601
mm_xp_gene_5752	cnot8	ENSMUSG00000020515
mm_xp_gene_5753	cnp-like	ENSMUSG00000006782
mm_xp_gene_5754	cnpy1-like	ENSMUSG00000044681
mm_xp_gene_5755	cnpy2	ENSMUSG00000025381
mm_xp_gene_5756	cnr1	ENSMUSG00000044288
mm_xp_gene_5757	cnr2	ENSMUSG00000062585
mm_xp_gene_5758	cnrip1	ENSMUSG00000044629
mm_xp_gene_5759	cnst-like	ENSMUSG00000038949
mm_xp_gene_5760	cntln-like	ENSMUSG00000038070
mm_xp_gene_5761	cntn4	ENSMUSG00000064293
mm_xp_gene_5762	cntn5	ENSMUSG00000039488
mm_xp_gene_5763	cntnap1	ENSMUSG00000017167
mm_xp_gene_5764	cntnap2	ENSMUSG00000039419
mm_xp_gene_5765	cntnap4	ENSMUSG00000031772
mm_xp_gene_5766	cntrl	ENSMUSG00000057110
mm_xp_gene_5767	coa5	ENSMUSG00000026112
mm_xp_gene_5768	coa6	ENSMUSG00000051671
mm_xp_gene_5769	coa7	ENSMUSG00000048351
mm_xp_gene_5770	coasy-like	ENSMUSG00000001755
mm_xp_gene_5771	cobl	ENSMUSG00000020173
mm_xp_gene_5772	cobll1	ENSMUSG00000034903
mm_xp_gene_5773	coch-like	ENSMUSG00000020953
mm_xp_gene_5774	cog1	ENSMUSG00000018661
mm_xp_gene_5775	cog2-like	ENSMUSG00000031979
mm_xp_gene_5776	cog3	ENSMUSG00000034893
mm_xp_gene_5777	cog7	ENSMUSG00000034951
mm_xp_gene_5778	col11a1-like	ENSMUSG00000027966
mm_xp_gene_5779	col12a1	ENSMUSG00000032332
mm_xp_gene_5780	col14a1	ENSMUSG00000022371
mm_xp_gene_5781	col17a1	ENSMUSG00000025064
mm_xp_gene_5782	col18a1	ENSMUSG00000001435
mm_xp_gene_5783	col19a1	ENSMUSG00000026141
mm_xp_gene_5784	col1a2	ENSMUSG00000029661
mm_xp_gene_5785	col2a1	ENSMUSG00000022483
mm_xp_gene_5786	col3a1	ENSMUSG00000026043
mm_xp_gene_5787	col4a1	ENSMUSG00000031502
mm_xp_gene_5788	col5a1-like	ENSMUSG00000026837
mm_xp_gene_5789	col5a2	ENSMUSG00000026042
mm_xp_gene_5790	col5a3-like	ENSMUSG00000027966
mm_xp_gene_5791	col6a1	ENSMUSG00000001119
mm_xp_gene_5792	col6a3-like	ENSMUSG00000048126
mm_xp_gene_5793	col8a2	ENSMUSG00000056174
mm_xp_gene_5794	col9a2	ENSMUSG00000028626
mm_xp_gene_5795	colec10	ENSMUSG00000038591
mm_xp_gene_5796	colec11-like	ENSMUSG00000036655
mm_xp_gene_5797	colec12	ENSMUSG00000036103
mm_xp_gene_5798	colq-like	ENSMUSG00000057606
mm_xp_gene_5799	commd2	ENSMUSG00000036513
mm_xp_gene_5800	commd3	ENSMUSG00000051154
mm_xp_gene_5801	commd4	ENSMUSG00000032299
mm_xp_gene_5802	commd6	ENSMUSG00000075486
mm_xp_gene_5803	commd8	ENSMUSG00000029213
mm_xp_gene_5804	comp	ENSMUSG00000031849
mm_xp_gene_5805	copa	ENSMUSG00000026553
mm_xp_gene_5806	copb1	ENSMUSG00000030754
mm_xp_gene_5807	copb2	ENSMUSG00000032458
mm_xp_gene_5808	cope	ENSMUSG00000055681
mm_xp_gene_5809	copg1	ENSMUSG00000030058
mm_xp_gene_5810	copg2	ENSMUSG00000025607
mm_xp_gene_5811	cops2	ENSMUSG00000027206
mm_xp_gene_5812	cops3	ENSMUSG00000019373
mm_xp_gene_5813	cops4	ENSMUSG00000035297
mm_xp_gene_5814	cops5	ENSMUSG00000025917
mm_xp_gene_5815	cops6-like	ENSMUSG00000019494
mm_xp_gene_5816	copz1	ENSMUSG00000060992
mm_xp_gene_5817	copz2	ENSMUSG00000018672
mm_xp_gene_5818	coq10b	ENSMUSG00000025981
mm_xp_gene_5819	coq3	ENSMUSG00000028247
mm_xp_gene_5820	coq4	ENSMUSG00000026798
mm_xp_gene_5821	coq5	ENSMUSG00000041733
mm_xp_gene_5822	coq6	ENSMUSG00000021235
mm_xp_gene_5823	coq7	ENSMUSG00000030652
mm_xp_gene_5824	coq9	ENSMUSG00000031782
mm_xp_gene_5825	corin-like	ENSMUSG00000005220
mm_xp_gene_5826	coro1c	ENSMUSG00000004530
mm_xp_gene_5827	coro2a	ENSMUSG00000028337
mm_xp_gene_5828	coro2b-like	ENSMUSG00000041729
mm_xp_gene_5829	coro6	ENSMUSG00000020836
mm_xp_gene_5830	coro7	ENSMUSG00000039637
mm_xp_gene_5831	cotl1	ENSMUSG00000031827
mm_xp_gene_5832	cox10	ENSMUSG00000042148
mm_xp_gene_5833	cox17	ENSMUSG00000095464
mm_xp_gene_5834	cox17	ENSMUSG00000046516
mm_xp_gene_5835	cox18	ENSMUSG00000035505
mm_xp_gene_5836	cox19	ENSMUSG00000045438
mm_xp_gene_5837	cox6a1	ENSMUSG00000041697
mm_xp_gene_5838	cox6a2	ENSMUSG00000041697
mm_xp_gene_5839	cox6b1	ENSMUSG00000036751
mm_xp_gene_5840	cox7a2	ENSMUSG00000032330
mm_xp_gene_5841	cox7a2l	ENSMUSG00000024248
mm_xp_gene_5842	cox7c	ENSMUSG00000017778
