zf_xp_gene	xp_gene	zf_gene
zf_xp_gene_7607	irf4	ENSDARG00000006560
zf_xp_gene_7608	irf5	ENSDARG00000045681
zf_xp_gene_7609	irf7	ENSDARG00000045661
zf_xp_gene_7610	irf8	ENSDARG00000056407
zf_xp_gene_7611	irf9	ENSDARG00000056407
zf_xp_gene_7612	irs2	ENSDARG00000054087
zf_xp_gene_7613	irx1	ENSDARG00000101831
zf_xp_gene_7614	irx2	ENSDARG00000001785
zf_xp_gene_7615	irx3	ENSDARG00000031138
zf_xp_gene_7616	irx3	ENSDARG00000101076
zf_xp_gene_7617	irx4	ENSDARG00000035648
zf_xp_gene_7618	irx5	ENSDARG00000034043
zf_xp_gene_7619	irx6	ENSDARG00000034420
zf_xp_gene_7620	isca1	ENSDARG00000051956
zf_xp_gene_7621	isl1	ENSDARG00000004023
zf_xp_gene_7622	isl2	ENSDARG00000003971
zf_xp_gene_7623	isl2	ENSDARG00000053499
zf_xp_gene_7624	isoc1	ENSDARG00000060069
zf_xp_gene_7625	isoc2	ENSDARG00000013371
zf_xp_gene_7626	ist1	ENSDARG00000051888
zf_xp_gene_7627	itch	ENSDARG00000074903
zf_xp_gene_7628	itch	ENSDARG00000099199
zf_xp_gene_7629	itfg1	ENSDARG00000075584
zf_xp_gene_7630	itfg2	ENSDARG00000002174
zf_xp_gene_7631	itga1	ENSDARG00000074316
zf_xp_gene_7632	itga10	ENSDARG00000002507
zf_xp_gene_7633	itga11	ENSDARG00000036086
zf_xp_gene_7634	itga11	ENSDARG00000007950
zf_xp_gene_7635	itga2	ENSDARG00000086838
zf_xp_gene_7636	itga2	ENSDARG00000069390
zf_xp_gene_7637	itga2	ENSDARG00000062974
zf_xp_gene_7638	itga3	ENSDARG00000012824
zf_xp_gene_7639	itga3	ENSDARG00000037917
zf_xp_gene_7640	itga5	ENSDARG00000006353
zf_xp_gene_7641	itga8	ENSDARG00000078717
zf_xp_gene_7642	itga9-like	ENSDARG00000032435
zf_xp_gene_7643	itgb1bp2	ENSDARG00000003973
zf_xp_gene_7644	itgb1bp2	ENSDARG00000017067
zf_xp_gene_7645	itgb2	ENSDARG00000016939
zf_xp_gene_7646	itgb3	ENSDARG00000045070
zf_xp_gene_7647	itgb3	ENSDARG00000056767
zf_xp_gene_7648	itgb4-like	ENSDARG00000028507
zf_xp_gene_7649	itgb6	ENSDARG00000002494
zf_xp_gene_7650	itgb7	ENSDARG00000044318
zf_xp_gene_7651	itgb8	ENSDARG00000028222
zf_xp_gene_7652	itgbl1	ENSDARG00000040985
zf_xp_gene_7653	itih2	ENSDARG00000045516
zf_xp_gene_7654	itk	ENSDARG00000017565
zf_xp_gene_7655	itm2b	ENSDARG00000007098
zf_xp_gene_7656	itm2b	ENSDARG00000041505
zf_xp_gene_7657	itpa-like	ENSDARG00000057529
zf_xp_gene_7658	itpk1	ENSDARG00000013056
zf_xp_gene_7659	itpk1	ENSDARG00000070583
zf_xp_gene_7660	itpkb-like	ENSDARG00000010059
zf_xp_gene_7661	itpr1	ENSDARG00000074149
zf_xp_gene_7662	itpr1	ENSDARG00000014655
zf_xp_gene_7663	itpr3	ENSDARG00000061741
zf_xp_gene_7664	itprip	ENSDARG00000036479
zf_xp_gene_7665	itprip	ENSDARG00000015576
zf_xp_gene_7666	itsn1-like	ENSDARG00000000086
zf_xp_gene_7667	iws1	ENSDARG00000087950
zf_xp_gene_7668	iyd	ENSDARG00000076056
zf_xp_gene_7669	jade3	ENSDARG00000019614
zf_xp_gene_7670	jag2	ENSDARG00000030289
zf_xp_gene_7671	jag2	ENSDARG00000013168
zf_xp_gene_7672	jag2	ENSDARG00000021389
zf_xp_gene_7673	jag2	ENSDARG00000070425
zf_xp_gene_7674	jagn1	ENSDARG00000014995
zf_xp_gene_7675	jagn1	ENSDARG00000041071
zf_xp_gene_7676	jak1	ENSDARG00000020625
zf_xp_gene_7677	jak2	ENSDARG00000018882
zf_xp_gene_7678	jak2	ENSDARG00000104808
zf_xp_gene_7679	jakmip1	ENSDARG00000076090
zf_xp_gene_7680	jakmip2	ENSDARG00000053547
zf_xp_gene_7681	jam2	ENSDARG00000058996
zf_xp_gene_7682	jam2	ENSDARG00000079071
zf_xp_gene_7683	jam3	ENSDARG00000061794
zf_xp_gene_7684	jam3	ENSDARG00000114589
zf_xp_gene_7685	jarid2	ENSDARG00000060925
zf_xp_gene_7686	jarid2	ENSDARG00000062268
zf_xp_gene_7687	jazf1	ENSDARG00000102551
zf_xp_gene_7688	jazf1	ENSDARG00000056793
zf_xp_gene_7689	jkamp	ENSDARG00000028581
zf_xp_gene_7690	jmjd1c	ENSDARG00000079939
zf_xp_gene_7691	jmjd4-like	ENSDARG00000058995
zf_xp_gene_7692	josd1	ENSDARG00000071548
zf_xp_gene_7693	josd2	ENSDARG00000057626
zf_xp_gene_7694	jph1	ENSDARG00000038826
zf_xp_gene_7695	jph1	ENSDARG00000058603
zf_xp_gene_7696	jph2	ENSDARG00000028625
zf_xp_gene_7697	jph3	ENSDARG00000059534
zf_xp_gene_7698	jph3	ENSDARG00000102204
zf_xp_gene_7699	junb	ENSDARG00000104773
zf_xp_gene_7700	junb	ENSDARG00000074378
zf_xp_gene_7701	jund	ENSDARG00000067850
zf_xp_gene_7702	jup	ENSDARG00000059067
zf_xp_gene_7703	jup	ENSDARG00000070787
zf_xp_gene_7704	kal1	ENSDARG00000012896
zf_xp_gene_7705	kalrn	ENSDARG00000104119
zf_xp_gene_7706	kalrn	ENSDARG00000063538
zf_xp_gene_7707	kank2	ENSDARG00000018393
zf_xp_gene_7708	kank3	ENSDARG00000060102
zf_xp_gene_7709	kansl1l	ENSDARG00000075284
zf_xp_gene_7710	kat2a	ENSDARG00000104734
zf_xp_gene_7711	kat2b	ENSDARG00000062634
zf_xp_gene_7712	kat6a	ENSDARG00000018907
zf_xp_gene_7713	kat7	ENSDARG00000031770
zf_xp_gene_7714	katna1	ENSDARG00000021827
zf_xp_gene_7715	katnal1-like	ENSDARG00000099156
zf_xp_gene_7716	katnal2	ENSDARG00000012275
zf_xp_gene_7717	katnb1	ENSDARG00000005456
zf_xp_gene_7718	katnbl1	ENSDARG00000042522
zf_xp_gene_7719	kazald1	ENSDARG00000053509
zf_xp_gene_7720	kazn	ENSDARG00000076923
zf_xp_gene_7721	kazn	ENSDARG00000006601
zf_xp_gene_7722	kbtbd11	ENSDARG00000104958
zf_xp_gene_7723	kbtbd12	ENSDARG00000001882
zf_xp_gene_7724	kbtbd2	ENSDARG00000087226
zf_xp_gene_7725	kbtbd3	ENSDARG00000060512
zf_xp_gene_7726	kbtbd4	ENSDARG00000069271
zf_xp_gene_7727	kbtbd8	ENSDARG00000070698
zf_xp_gene_7728	kcmf1	ENSDARG00000067656
zf_xp_gene_7729	kcna2	ENSDARG00000102064
zf_xp_gene_7730	kcnab1	ENSDARG00000008140
zf_xp_gene_7731	kcnab1	ENSDARG00000040741
zf_xp_gene_7732	kcnab2-like	ENSDARG00000062134
zf_xp_gene_7733	kcnab2-like	ENSDARG00000087247
zf_xp_gene_7734	kcnb1	ENSDARG00000060095
zf_xp_gene_7735	kcnb2	ENSDARG00000038862
zf_xp_gene_7736	kcnc1	ENSDARG00000051852
zf_xp_gene_7737	kcnc1	ENSDARG00000032959
zf_xp_gene_7738	kcnc2-like	ENSDARG00000056502
zf_xp_gene_7739	kcnc2-like	ENSDARG00000057468
zf_xp_gene_7740	kcnc2-like	ENSDARG00000061288
zf_xp_gene_7741	kcnd2	ENSDARG00000032799
zf_xp_gene_7742	kcnf1	ENSDARG00000027285
zf_xp_gene_7743	kcnf1	ENSDARG00000027940
zf_xp_gene_7744	kcng1	ENSDARG00000099038
zf_xp_gene_7745	kcng2	ENSDARG00000099038
zf_xp_gene_7746	kcng3-like.1	ENSDARG00000061622
zf_xp_gene_7747	kcng3-like.2	ENSDARG00000061622
zf_xp_gene_7748	kcng4	ENSDARG00000062967
zf_xp_gene_7749	kcnh1	ENSDARG00000024167
zf_xp_gene_7750	kcnh1	ENSDARG00000023236
zf_xp_gene_7751	kcnh3	ENSDARG00000058803
zf_xp_gene_7752	kcnh4	ENSDARG00000061990
zf_xp_gene_7753	kcnh4	ENSDARG00000062565
zf_xp_gene_7754	kcnh5	ENSDARG00000069117
zf_xp_gene_7755	kcnh5	ENSDARG00000043220
zf_xp_gene_7756	kcnh7	ENSDARG00000062687
zf_xp_gene_7757	kcnh8	ENSDARG00000062640
zf_xp_gene_7758	kcnip1-like	ENSDARG00000034808
zf_xp_gene_7759	kcnip2-like	ENSDARG00000075846
zf_xp_gene_7760	kcnip3	ENSDARG00000017880
zf_xp_gene_7761	kcnip4-like	ENSDARG00000088100
zf_xp_gene_7762	kcnip4-like	ENSDARG00000037256
zf_xp_gene_7763	kcnj1	ENSDARG00000086248
zf_xp_gene_7764	kcnj1	ENSDARG00000091232
zf_xp_gene_7765	kcnj1	ENSDARG00000089060
zf_xp_gene_7766	kcnj1	ENSDARG00000002666
zf_xp_gene_7767	kcnj1	ENSDARG00000088484
zf_xp_gene_7768	kcnj1	ENSDARG00000090866
zf_xp_gene_7769	kcnj1	ENSDARG00000090635
zf_xp_gene_7770	kcnj10	ENSDARG00000090815
zf_xp_gene_7771	kcnj13	ENSDARG00000043443
zf_xp_gene_7772	kcnj14	ENSDARG00000075914
zf_xp_gene_7773	kcnj15-like	ENSDARG00000058988
zf_xp_gene_7774	kcnj16	ENSDARG00000045039
zf_xp_gene_7775	kcnj2	ENSDARG00000104389
zf_xp_gene_7776	kcnj2	ENSDARG00000019418
zf_xp_gene_7777	kcnj3	ENSDARG00000077165
zf_xp_gene_7778	kcnj3	ENSDARG00000062217
zf_xp_gene_7779	kcnj4	ENSDARG00000068110
zf_xp_gene_7780	kcnk13	ENSDARG00000043557
zf_xp_gene_7781	kcnk13	ENSDARG00000008212
zf_xp_gene_7782	kcnk17	ENSDARG00000057037
zf_xp_gene_7783	kcnk17	ENSDARG00000097085
zf_xp_gene_7784	kcnk4-like	ENSDARG00000103286
zf_xp_gene_7785	kcnk5	ENSDARG00000023587
zf_xp_gene_7786	kcnk5	ENSDARG00000012390
zf_xp_gene_7787	kcnk6	ENSDARG00000007383
zf_xp_gene_7788	kcnk7	ENSDARG00000017254
zf_xp_gene_7789	kcnk7	ENSDARG00000045067
zf_xp_gene_7790	kcnk9	ENSDARG00000104563
zf_xp_gene_7791	kcnmb2-like	ENSDARG00000001712
zf_xp_gene_7792	kcnmb2-like	ENSDARG00000006568
zf_xp_gene_7793	kcnmb3-like	ENSDARG00000063129
zf_xp_gene_7794	kcnn1	ENSDARG00000014939
zf_xp_gene_7795	kcnq2	ENSDARG00000075307
zf_xp_gene_7796	kcnq3	ENSDARG00000060085
zf_xp_gene_7797	kcnq4	ENSDARG00000089490
zf_xp_gene_7798	kcnq5-like	ENSDARG00000069953
zf_xp_gene_7799	kcnq5-like	ENSDARG00000069954
zf_xp_gene_7800	kcns1	ENSDARG00000026084
zf_xp_gene_7801	kcns3	ENSDARG00000029511
zf_xp_gene_7802	kcns3	ENSDARG00000006891
zf_xp_gene_7803	kcnt2	ENSDARG00000079484
zf_xp_gene_7804	kcnv2	ENSDARG00000076644
zf_xp_gene_7805	kcnv2	ENSDARG00000062906
zf_xp_gene_7806	kcp	ENSDARG00000078508
zf_xp_gene_7807	kctd1	ENSDARG00000074056
zf_xp_gene_7808	kctd10	ENSDARG00000017115
zf_xp_gene_7809	kctd12	ENSDARG00000053542
zf_xp_gene_7810	kctd12	ENSDARG00000069843
zf_xp_gene_7811	kctd14	ENSDARG00000110240
zf_xp_gene_7812	kctd15	ENSDARG00000045893
zf_xp_gene_7813	kctd16	ENSDARG00000020102
zf_xp_gene_7814	kctd16	ENSDARG00000004648
zf_xp_gene_7815	kctd17	ENSDARG00000056050
zf_xp_gene_7816	kctd2-like	ENSDARG00000025875
zf_xp_gene_7817	kctd3	ENSDARG00000060854
zf_xp_gene_7818	kctd4	ENSDARG00000068691
zf_xp_gene_7819	kctd5	ENSDARG00000015722
zf_xp_gene_7820	kctd6	ENSDARG00000043095
zf_xp_gene_7821	kctd6	ENSDARG00000023703
zf_xp_gene_7822	kctd7-like	ENSDARG00000061580
zf_xp_gene_7823	kctd8	ENSDARG00000067507
zf_xp_gene_7824	kctd9	ENSDARG00000021209
zf_xp_gene_7825	kctd9	ENSDARG00000010603
zf_xp_gene_7826	kdelr1	ENSDARG00000005254
zf_xp_gene_7827	kdelr1	ENSDARG00000037361
zf_xp_gene_7828	kdelr3	ENSDARG00000040912
zf_xp_gene_7829	kdf1	ENSDARG00000079834
zf_xp_gene_7830	kdf1	ENSDARG00000101878
zf_xp_gene_7831	kdm1a-like	ENSDARG00000060679
zf_xp_gene_7832	kdm2a	ENSDARG00000078133
zf_xp_gene_7833	kdm2a	ENSDARG00000059653
zf_xp_gene_7834	kdm3b-like	ENSDARG00000062267
zf_xp_gene_7835	kdm4b	ENSDARG00000099675
zf_xp_gene_7836	kdm5a-like.1	ENSDARG00000104567
zf_xp_gene_7837	kdm5a-like.2	ENSDARG00000104567
zf_xp_gene_7838	kdm5b	ENSDARG00000057093
zf_xp_gene_7839	kdm5b	ENSDARG00000003098
zf_xp_gene_7840	kdm5c	ENSDARG00000061504
zf_xp_gene_7841	kdm7a	ENSDARG00000018111
zf_xp_gene_7842	kdm7a	ENSDARG00000018559
zf_xp_gene_7843	kdm8	ENSDARG00000102512
zf_xp_gene_7844	kdr	ENSDARG00000017321
zf_xp_gene_7845	kdsr	ENSDARG00000012021
zf_xp_gene_7846	keap1	ENSDARG00000074634
zf_xp_gene_7847	kera	ENSDARG00000056938
zf_xp_gene_7848	khdrbs1	ENSDARG00000052856
zf_xp_gene_7849	khdrbs1	ENSDARG00000070475
zf_xp_gene_7850	khdrbs2	ENSDARG00000069469
zf_xp_gene_7851	khdrbs3	ENSDARG00000101020
zf_xp_gene_7852	khsrp	ENSDARG00000026489
zf_xp_gene_7853	kiaa0100-like	ENSDARG00000030945
zf_xp_gene_7854	kiaa0195-like	ENSDARG00000074506
zf_xp_gene_7855	kiaa0232-like	ENSDARG00000052244
zf_xp_gene_7856	kiaa0319	ENSDARG00000103001
zf_xp_gene_7857	kiaa0319l	ENSDARG00000035660
zf_xp_gene_7858	kiaa0513	ENSDARG00000041599
zf_xp_gene_7859	kiaa0556	ENSDARG00000092347
zf_xp_gene_7860	kiaa0556	ENSDARG00000094441
zf_xp_gene_7861	kiaa0586	ENSDARG00000097772
zf_xp_gene_7862	kiaa0753	ENSDARG00000034227
zf_xp_gene_7863	kiaa0930	ENSDARG00000068830
zf_xp_gene_7864	kiaa1109	ENSDARG00000062330
zf_xp_gene_7865	kiaa1143	ENSDARG00000029615
zf_xp_gene_7866	kiaa1161	ENSDARG00000104260
zf_xp_gene_7867	kiaa1217-like	ENSDARG00000031658
zf_xp_gene_7868	kiaa1239-like	ENSDARG00000077162
zf_xp_gene_7869	kiaa1407-like	ENSDARG00000027851
zf_xp_gene_7870	kiaa1467	ENSDARG00000006758
zf_xp_gene_7871	kiaa1522-like	ENSDARG00000061804
zf_xp_gene_7872	kiaa1598-like	ENSDARG00000039697
zf_xp_gene_7873	kiaa1671	ENSDARG00000075349
zf_xp_gene_7874	kiaa1671	ENSDARG00000068760
zf_xp_gene_7875	kiaa1755-like	ENSDARG00000086950
zf_xp_gene_7876	kiaa1841-like	ENSDARG00000079857
zf_xp_gene_7877	kiaa1919	ENSDARG00000079571
zf_xp_gene_7878	kiaa1958	ENSDARG00000060911
zf_xp_gene_7879	kiaa2013	ENSDARG00000073801
zf_xp_gene_7880	kidins220	ENSDARG00000017338
zf_xp_gene_7881	kif11	ENSDARG00000010948
zf_xp_gene_7882	kif13a-like	ENSDARG00000069594
zf_xp_gene_7883	kif13b	ENSDARG00000079731
zf_xp_gene_7884	kif13b	ENSDARG00000073859
zf_xp_gene_7885	kif1a	ENSDARG00000061817
zf_xp_gene_7886	kif1b-like	ENSDARG00000037020
zf_xp_gene_7887	kif1c	ENSDARG00000054448
zf_xp_gene_7888	kif21a	ENSDARG00000061131
zf_xp_gene_7889	kif21b-like	ENSDARG00000009733
zf_xp_gene_7890	kif26a-like	ENSDARG00000024575
zf_xp_gene_7891	kif26b-like	ENSDARG00000013343
zf_xp_gene_7892	kif3a-like	ENSDARG00000087538
zf_xp_gene_7893	kif3b-like	ENSDARG00000101120
zf_xp_gene_7894	kif3c-like	ENSDARG00000079500
zf_xp_gene_7895	kif3c-like	ENSDARG00000017162
zf_xp_gene_7896	kif5a	ENSDARG00000098936
zf_xp_gene_7897	kif6	ENSDARG00000053240
zf_xp_gene_7898	kif7	ENSDARG00000033099
zf_xp_gene_7899	kifap3	ENSDARG00000008639
zf_xp_gene_7900	kifap3	ENSDARG00000006862
zf_xp_gene_7901	kin	ENSDARG00000045515
zf_xp_gene_7902	kirrel2	ENSDARG00000075806
zf_xp_gene_7903	kirrel3	ENSDARG00000075806
zf_xp_gene_7904	kiss1	ENSDARG00000075829
zf_xp_gene_7905	kit	ENSDARG00000056133
zf_xp_gene_7906	kit	ENSDARG00000043317
zf_xp_gene_7907	kl	ENSDARG00000079862
zf_xp_gene_7908	klb	ENSDARG00000076294
zf_xp_gene_7909	klf11	ENSDARG00000030844
zf_xp_gene_7910	klf11	ENSDARG00000013794
zf_xp_gene_7911	klf12	ENSDARG00000032197
zf_xp_gene_7912	klf15	ENSDARG00000091127
zf_xp_gene_7913	klf3	ENSDARG00000015495
zf_xp_gene_7914	klf4	ENSDARG00000079922
zf_xp_gene_7915	klf5	ENSDARG00000062106
zf_xp_gene_7916	klf7	ENSDARG00000043821
zf_xp_gene_7917	klf7	ENSDARG00000038561
zf_xp_gene_7918	klf7	ENSDARG00000073857
zf_xp_gene_7919	klf9	ENSDARG00000068194
zf_xp_gene_7920	klhdc10	ENSDARG00000007764
zf_xp_gene_7921	klhdc2	ENSDARG00000104864
zf_xp_gene_7922	klhdc3	ENSDARG00000102772
zf_xp_gene_7923	klhdc4	ENSDARG00000100206
zf_xp_gene_7924	klhdc9-like	ENSDARG00000058127
zf_xp_gene_7925	klhdc9-like	ENSDARG00000015990
zf_xp_gene_7926	klhl10-like	ENSDARG00000112170
zf_xp_gene_7927	klhl10-like	ENSDARG00000115489
zf_xp_gene_7928	klhl10-like	ENSDARG00000005814
zf_xp_gene_7929	klhl11	ENSDARG00000045130
zf_xp_gene_7930	klhl14	ENSDARG00000045275
zf_xp_gene_7931	klhl15	ENSDARG00000001930
zf_xp_gene_7932	klhl17-like	ENSDARG00000037324
zf_xp_gene_7933	klhl18	ENSDARG00000004306
zf_xp_gene_7934	klhl2	ENSDARG00000061786
zf_xp_gene_7935	klhl20	ENSDARG00000038801
zf_xp_gene_7936	klhl21	ENSDARG00000039255
zf_xp_gene_7937	klhl22	ENSDARG00000088807
zf_xp_gene_7938	klhl23	ENSDARG00000078475
zf_xp_gene_7939	klhl24	ENSDARG00000008275
zf_xp_gene_7940	klhl24	ENSDARG00000021739
zf_xp_gene_7941	klhl25	ENSDARG00000102418
zf_xp_gene_7942	klhl26-like	ENSDARG00000053876
zf_xp_gene_7943	klhl28	ENSDARG00000101676
zf_xp_gene_7944	klhl29	ENSDARG00000087688
zf_xp_gene_7945	klhl30	ENSDARG00000076094
zf_xp_gene_7946	klhl31-like	ENSDARG00000039066
zf_xp_gene_7947	klhl32	ENSDARG00000003576
zf_xp_gene_7948	klhl36-like	ENSDARG00000030251
zf_xp_gene_7949	klhl38-like	ENSDARG00000040278
zf_xp_gene_7950	klhl38-like	ENSDARG00000031383
zf_xp_gene_7951	klhl4	ENSDARG00000016531
zf_xp_gene_7952	klhl40	ENSDARG00000019125
zf_xp_gene_7953	klhl40	ENSDARG00000039052
zf_xp_gene_7954	klhl42	ENSDARG00000006011
zf_xp_gene_7955	klhl5-like	ENSDARG00000062122
zf_xp_gene_7956	klhl7	ENSDARG00000101445
zf_xp_gene_7957	klhl8	ENSDARG00000101270
zf_xp_gene_7958	klkb1-like	ENSDARG00000010097
zf_xp_gene_7959	klkb1-like	ENSDARG00000057498
zf_xp_gene_7960	kmo	ENSDARG00000009160
zf_xp_gene_7961	kmt2c	ENSDARG00000079312
zf_xp_gene_7962	kmt2c	ENSDARG00000075560
zf_xp_gene_7963	kmt2d	ENSDARG00000037060
zf_xp_gene_7964	kmt2e-like	ENSDARG00000007523
zf_xp_gene_7965	kndc1	ENSDARG00000116483
zf_xp_gene_7966	knstrn-like	ENSDARG00000074379
zf_xp_gene_7967	kntc1	ENSDARG00000101670
zf_xp_gene_7968	kpna1	ENSDARG00000016360
zf_xp_gene_7969	kpna2	ENSDARG00000038066
zf_xp_gene_7970	kpna3	ENSDARG00000052641
zf_xp_gene_7971	kpna4	ENSDARG00000023190
zf_xp_gene_7972	kpna7	ENSDARG00000038066
zf_xp_gene_7973	kpnb1	ENSDARG00000104889
zf_xp_gene_7974	kptn	ENSDARG00000015937
zf_xp_gene_7975	krcc1	ENSDARG00000058679
zf_xp_gene_7976	kremen1	ENSDARG00000062579
zf_xp_gene_7977	krit1	ENSDARG00000098916
zf_xp_gene_7978	krt222-like	ENSDARG00000071518
zf_xp_gene_7979	ksr1	ENSDARG00000068714
zf_xp_gene_7980	ksr1	ENSDARG00000030933
zf_xp_gene_7981	ksr2	ENSDARG00000094526
zf_xp_gene_7982	kti12	ENSDARG00000054301
zf_xp_gene_7983	ktn1	ENSDARG00000032802
zf_xp_gene_7984	kxd1	ENSDARG00000051934
zf_xp_gene_7985	l3mbtl1-like	ENSDARG00000014828
zf_xp_gene_7986	l3mbtl3	ENSDARG00000025983
zf_xp_gene_7987	lacc1	ENSDARG00000076914
zf_xp_gene_7988	lama1-like	ENSDARG00000102277
zf_xp_gene_7989	lama2	ENSDARG00000099390
zf_xp_gene_7990	lama3	ENSDARG00000071462
zf_xp_gene_7991	lamb1	ENSDARG00000045524
zf_xp_gene_7992	lamb1	ENSDARG00000101209
zf_xp_gene_7993	lamb2-like	ENSDARG00000002084
zf_xp_gene_7994	lamb4	ENSDARG00000039133
zf_xp_gene_7995	lamc1	ENSDARG00000068288
zf_xp_gene_7996	lamtor1	ENSDARG00000076464
zf_xp_gene_7997	lamtor5	ENSDARG00000090194
zf_xp_gene_7998	lancl1	ENSDARG00000013741
zf_xp_gene_7999	lap3	ENSDARG00000061981
zf_xp_gene_8000	laptm4a	ENSDARG00000006397
zf_xp_gene_8001	larp1	ENSDARG00000101722
zf_xp_gene_8002	larp1b	ENSDARG00000061169
zf_xp_gene_8003	larp4	ENSDARG00000078401
zf_xp_gene_8004	larp4	ENSDARG00000074979
zf_xp_gene_8005	larp4b	ENSDARG00000062146
zf_xp_gene_8006	larp6	ENSDARG00000005355
zf_xp_gene_8007	larp7	ENSDARG00000017315
zf_xp_gene_8008	lars2-like	ENSDARG00000075337
zf_xp_gene_8009	lasp1	ENSDARG00000021200
zf_xp_gene_8010	lats1	ENSDARG00000003751
zf_xp_gene_8011	lats2	ENSDARG00000078864
zf_xp_gene_8012	layn	ENSDARG00000056835
zf_xp_gene_8013	layn	ENSDARG00000035169
zf_xp_gene_8014	lbh	ENSDARG00000111701
zf_xp_gene_8015	lbx1	ENSDARG00000018611
zf_xp_gene_8016	lbx1	ENSDARG00000018321
zf_xp_gene_8017	lcat	ENSDARG00000099424
zf_xp_gene_8018	lclat1	ENSDARG00000103320
zf_xp_gene_8019	lcmt1	ENSDARG00000045140
zf_xp_gene_8020	lcmt2	ENSDARG00000000747
zf_xp_gene_8021	lcp2	ENSDARG00000055955
zf_xp_gene_8022	lcp2	ENSDARG00000036215
zf_xp_gene_8023	lctl-like	ENSDARG00000036139
zf_xp_gene_8024	lctl-like	ENSDARG00000016337
zf_xp_gene_8025	ldb2	ENSDARG00000019579
zf_xp_gene_8026	ldb2	ENSDARG00000034896
zf_xp_gene_8027	ldb3-like.1	ENSDARG00000056322
zf_xp_gene_8028	ldb3-like.2	ENSDARG00000056322
zf_xp_gene_8029	ldhb	ENSDARG00000019644
zf_xp_gene_8030	ldhb	ENSDARG00000071076
zf_xp_gene_8031	ldlrad2	ENSDARG00000090297
zf_xp_gene_8032	leap2	ENSDARG00000092044
zf_xp_gene_8033	leo1	ENSDARG00000055357
zf_xp_gene_8034	lepr	ENSDARG00000070961
zf_xp_gene_8035	lepre1	ENSDARG00000071212
zf_xp_gene_8036	leprel4	ENSDARG00000104089
zf_xp_gene_8037	leprot	ENSDARG00000110105
zf_xp_gene_8038	leprotl1	ENSDARG00000104871
zf_xp_gene_8039	letm1	ENSDARG00000056978
zf_xp_gene_8040	letm2	ENSDARG00000077515
zf_xp_gene_8041	letmd1	ENSDARG00000030641
zf_xp_gene_8042	lfng	ENSDARG00000037879
zf_xp_gene_8043	lgals2	ENSDARG00000088711
zf_xp_gene_8044	lgals2	ENSDARG00000038153
zf_xp_gene_8045	lgals2	ENSDARG00000054942
zf_xp_gene_8046	lgals3	ENSDARG00000077850
zf_xp_gene_8047	lgalsl	ENSDARG00000055525
zf_xp_gene_8048	lgalsl	ENSDARG00000059060
zf_xp_gene_8049	lgi2	ENSDARG00000111069
zf_xp_gene_8050	lgi2	ENSDARG00000069701
zf_xp_gene_8051	lgmn	ENSDARG00000039150
zf_xp_gene_8052	lgr4	ENSDARG00000060542
zf_xp_gene_8053	lgsn	ENSDARG00000007715
zf_xp_gene_8054	lhcgr	ENSDARG00000026081
zf_xp_gene_8055	lhfpl2-like	ENSDARG00000098153
zf_xp_gene_8056	lhfpl2-like	ENSDARG00000009653
zf_xp_gene_8057	lhfpl4	ENSDARG00000111810
zf_xp_gene_8058	lhpp	ENSDARG00000060196
zf_xp_gene_8059	lhx2	ENSDARG00000031222
zf_xp_gene_8060	lhx4	ENSDARG00000039458
zf_xp_gene_8061	lhx6	ENSDARG00000006896
zf_xp_gene_8062	lhx6	ENSDARG00000052165
zf_xp_gene_8063	lhx8	ENSDARG00000002330
zf_xp_gene_8064	lhx8	ENSDARG00000042145
zf_xp_gene_8065	lhx9	ENSDARG00000056979
zf_xp_gene_8066	lifr	ENSDARG00000100738
zf_xp_gene_8067	lig1	ENSDARG00000060041
zf_xp_gene_8068	lig4	ENSDARG00000060620
zf_xp_gene_8069	lima1	ENSDARG00000101441
zf_xp_gene_8070	limch1-like	ENSDARG00000103774
zf_xp_gene_8071	limch1-like	ENSDARG00000074275
zf_xp_gene_8072	limd1	ENSDARG00000110954
zf_xp_gene_8073	limd2	ENSDARG00000078092
zf_xp_gene_8074	limk1	ENSDARG00000003022
zf_xp_gene_8075	limk1	ENSDARG00000103467
zf_xp_gene_8076	limk2	ENSDARG00000005104
zf_xp_gene_8077	lin28a	ENSDARG00000016999
zf_xp_gene_8078	lin37	ENSDARG00000053950
zf_xp_gene_8079	lin54	ENSDARG00000063194
zf_xp_gene_8080	lin7b	ENSDARG00000037932
zf_xp_gene_8081	lin7c	ENSDARG00000027322
zf_xp_gene_8082	lin9	ENSDARG00000028475
zf_xp_gene_8083	lingo1	ENSDARG00000034165
zf_xp_gene_8084	lingo1	ENSDARG00000035899
zf_xp_gene_8085	lingo2	ENSDARG00000074535
zf_xp_gene_8086	lingo2	ENSDARG00000069970
zf_xp_gene_8087	lins-like	ENSDARG00000086879
zf_xp_gene_8088	lipa	ENSDARG00000018529
zf_xp_gene_8089	lipc	ENSDARG00000053476
zf_xp_gene_8090	lipe	ENSDARG00000063037
zf_xp_gene_8091	lipe	ENSDARG00000101145
zf_xp_gene_8092	lipg	ENSDARG00000031044
zf_xp_gene_8093	liph	ENSDARG00000007108
zf_xp_gene_8094	lipt1	ENSDARG00000025233
zf_xp_gene_8095	litaf	ENSDARG00000103483
zf_xp_gene_8096	lix1	ENSDARG00000052154
zf_xp_gene_8097	llgl1	ENSDARG00000009693
