mm_zf_gene	zf_gene	mm_gene
mm_zf_gene_10205	ENSDARG00000011422	ENSMUSG00000030592
mm_zf_gene_10206	ENSDARG00000023797	ENSMUSG00000030592
mm_zf_gene_10207	ENSDARG00000071331	ENSMUSG00000057378
mm_zf_gene_10208	ENSDARG00000015543	ENSMUSG00000044080
mm_zf_gene_10209	ENSDARG00000037425	ENSMUSG00000078657
mm_zf_gene_10210	ENSDARG00000037425	ENSMUSG00000063767
mm_zf_gene_10211	ENSDARG00000037425	ENSMUSG00000040808
mm_zf_gene_10212	ENSDARG00000037425	ENSMUSG00000001020
mm_zf_gene_10213	ENSDARG00000037425	ENSMUSG00000056054
mm_zf_gene_10214	ENSDARG00000037425	ENSMUSG00000105518
mm_zf_gene_10215	ENSDARG00000037425	ENSMUSG00000001023
mm_zf_gene_10216	ENSDARG00000037425	ENSMUSG00000094018
mm_zf_gene_10217	ENSDARG00000037425	ENSMUSG00000001021
mm_zf_gene_10218	ENSDARG00000037425	ENSMUSG00000042306
mm_zf_gene_10219	ENSDARG00000093628	ENSMUSG00000027907
mm_zf_gene_10220	ENSDARG00000057598	ENSMUSG00000033208
mm_zf_gene_10221	ENSDARG00000036773	ENSMUSG00000078657
mm_zf_gene_10222	ENSDARG00000036773	ENSMUSG00000063767
mm_zf_gene_10223	ENSDARG00000036773	ENSMUSG00000040808
mm_zf_gene_10224	ENSDARG00000036773	ENSMUSG00000001020
mm_zf_gene_10225	ENSDARG00000036773	ENSMUSG00000056054
mm_zf_gene_10226	ENSDARG00000036773	ENSMUSG00000105518
mm_zf_gene_10227	ENSDARG00000036773	ENSMUSG00000001023
mm_zf_gene_10228	ENSDARG00000036773	ENSMUSG00000094018
mm_zf_gene_10229	ENSDARG00000036773	ENSMUSG00000001021
mm_zf_gene_10230	ENSDARG00000036773	ENSMUSG00000042306
mm_zf_gene_10231	ENSDARG00000055589	ENSMUSG00000078657
mm_zf_gene_10232	ENSDARG00000055589	ENSMUSG00000063767
mm_zf_gene_10233	ENSDARG00000055589	ENSMUSG00000040808
mm_zf_gene_10234	ENSDARG00000055589	ENSMUSG00000001020
mm_zf_gene_10235	ENSDARG00000055589	ENSMUSG00000056054
mm_zf_gene_10236	ENSDARG00000055589	ENSMUSG00000105518
mm_zf_gene_10237	ENSDARG00000055589	ENSMUSG00000001023
mm_zf_gene_10238	ENSDARG00000055589	ENSMUSG00000041959
mm_zf_gene_10239	ENSDARG00000055589	ENSMUSG00000094018
mm_zf_gene_10240	ENSDARG00000055589	ENSMUSG00000001021
mm_zf_gene_10241	ENSDARG00000055589	ENSMUSG00000042306
mm_zf_gene_10242	ENSDARG00000070427	ENSMUSG00000042312
mm_zf_gene_10243	ENSDARG00000070702	ENSMUSG00000042312
mm_zf_gene_10244	ENSDARG00000038729	ENSMUSG00000021679
mm_zf_gene_10245	ENSDARG00000042690	ENSMUSG00000045092
mm_zf_gene_10246	ENSDARG00000036548	ENSMUSG00000043895
mm_zf_gene_10247	ENSDARG00000074851	ENSMUSG00000044199
mm_zf_gene_10248	ENSDARG00000040526	ENSMUSG00000045087
mm_zf_gene_10249	ENSDARG00000052192	ENSMUSG00000045087
mm_zf_gene_10250	ENSDARG00000045999	ENSMUSG00000057465
mm_zf_gene_10251	ENSDARG00000045999	ENSMUSG00000074115
mm_zf_gene_10252	ENSDARG00000018681	ENSMUSG00000006763
mm_zf_gene_10253	ENSDARG00000015290	ENSMUSG00000025240
mm_zf_gene_10254	ENSDARG00000059806	ENSMUSG00000025240
mm_zf_gene_10255	ENSDARG00000091042	ENSMUSG00000048279
mm_zf_gene_10256	ENSDARG00000010487	ENSMUSG00000052833
mm_zf_gene_10257	ENSDARG00000020467	ENSMUSG00000071054
mm_zf_gene_10258	ENSDARG00000012610	ENSMUSG00000056055
mm_zf_gene_10259	ENSDARG00000038378	ENSMUSG00000056055
mm_zf_gene_10260	ENSDARG00000074319	ENSMUSG00000031665
mm_zf_gene_10261	ENSDARG00000044485	ENSMUSG00000027547
mm_zf_gene_10262	ENSDARG00000079978	ENSMUSG00000038605
mm_zf_gene_10263	ENSDARG00000094377	ENSMUSG00000038605
mm_zf_gene_10264	ENSDARG00000077852	ENSMUSG00000096351
mm_zf_gene_10265	ENSDARG00000062977	ENSMUSG00000048652
mm_zf_gene_10266	ENSDARG00000079062	ENSMUSG00000079003
mm_zf_gene_10267	ENSDARG00000075759	ENSMUSG00000021838
mm_zf_gene_10268	ENSDARG00000060354	ENSMUSG00000051860
mm_zf_gene_10269	ENSDARG00000071288	ENSMUSG00000027639
mm_zf_gene_10270	ENSDARG00000045814	ENSMUSG00000022437
mm_zf_gene_10271	ENSDARG00000039681	ENSMUSG00000022437
mm_zf_gene_10272	ENSDARG00000054543	ENSMUSG00000022876
mm_zf_gene_10273	ENSDARG00000078647	ENSMUSG00000022876
mm_zf_gene_10274	ENSDARG00000056924	ENSMUSG00000024260
mm_zf_gene_10275	ENSDARG00000079352	ENSMUSG00000024260
mm_zf_gene_10276	ENSDARG00000057854	ENSMUSG00000021963
mm_zf_gene_10277	ENSDARG00000057854	ENSMUSG00000061104
mm_zf_gene_10278	ENSDARG00000031261	ENSMUSG00000020755
mm_zf_gene_10279	ENSDARG00000030213	ENSMUSG00000020519
mm_zf_gene_10280	ENSDARG00000070452	ENSMUSG00000031532
mm_zf_gene_10281	ENSDARG00000058102	ENSMUSG00000009614
mm_zf_gene_10282	ENSDARG00000010610	ENSMUSG00000050132
mm_zf_gene_10283	ENSDARG00000059357	ENSMUSG00000078427
mm_zf_gene_10284	ENSDARG00000008237	ENSMUSG00000068739
mm_zf_gene_10285	ENSDARG00000102736	ENSMUSG00000070699
mm_zf_gene_10286	ENSDARG00000008032	ENSMUSG00000018974
mm_zf_gene_10287	ENSDARG00000007179	ENSMUSG00000015305
mm_zf_gene_10288	ENSDARG00000016541	ENSMUSG00000031101
mm_zf_gene_10289	ENSDARG00000058346	ENSMUSG00000027959
mm_zf_gene_10290	ENSDARG00000035652	ENSMUSG00000025283
mm_zf_gene_10291	ENSDARG00000095908	ENSMUSG00000025283
mm_zf_gene_10292	ENSDARG00000032272	ENSMUSG00000025283
mm_zf_gene_10293	ENSDARG00000036430	ENSMUSG00000069835
mm_zf_gene_10294	ENSDARG00000104221	ENSMUSG00000069835
mm_zf_gene_10295	ENSDARG00000061885	ENSMUSG00000038331
mm_zf_gene_10296	ENSDARG00000006196	ENSMUSG00000021067
mm_zf_gene_10297	ENSDARG00000006474	ENSMUSG00000038570
mm_zf_gene_10298	ENSDARG00000041645	ENSMUSG00000059908
mm_zf_gene_10299	ENSDARG00000041645	ENSMUSG00000047228
mm_zf_gene_10300	ENSDARG00000041645	ENSMUSG00000030359
mm_zf_gene_10301	ENSDARG00000041645	ENSMUSG00000030131
mm_zf_gene_10302	ENSDARG00000041645	ENSMUSG00000108022
mm_zf_gene_10303	ENSDARG00000036245	ENSMUSG00000086040
mm_zf_gene_10304	ENSDARG00000027803	ENSMUSG00000025337
mm_zf_gene_10305	ENSDARG00000062968	ENSMUSG00000036529
mm_zf_gene_10306	ENSDARG00000059460	ENSMUSG00000038371
mm_zf_gene_10307	ENSDARG00000099080	ENSMUSG00000038095
mm_zf_gene_10308	ENSDARG00000098801	ENSMUSG00000035673
mm_zf_gene_10309	ENSDARG00000044642	ENSMUSG00000032018
mm_zf_gene_10310	ENSDARG00000054010	ENSMUSG00000038406
mm_zf_gene_10311	ENSDARG00000045885	ENSMUSG00000033228
mm_zf_gene_10312	ENSDARG00000077093	ENSMUSG00000022983
mm_zf_gene_10313	ENSDARG00000018854	ENSMUSG00000022983
mm_zf_gene_10314	ENSDARG00000060865	ENSMUSG00000035236
mm_zf_gene_10315	ENSDARG00000036911	ENSMUSG00000021687
mm_zf_gene_10316	ENSDARG00000010279	ENSMUSG00000040188
mm_zf_gene_10317	ENSDARG00000017010	ENSMUSG00000040188
mm_zf_gene_10318	ENSDARG00000016765	ENSMUSG00000028049
mm_zf_gene_10319	ENSDARG00000010531	ENSMUSG00000113949
mm_zf_gene_10320	ENSDARG00000018743	ENSMUSG00000040722
mm_zf_gene_10321	ENSDARG00000018096	ENSMUSG00000032485
mm_zf_gene_10322	ENSDARG00000023104	ENSMUSG00000034007
mm_zf_gene_10323	ENSDARG00000008060	ENSMUSG00000034463
mm_zf_gene_10324	ENSDARG00000010425	ENSMUSG00000022032
mm_zf_gene_10325	ENSDARG00000101557	ENSMUSG00000037936
mm_zf_gene_10326	ENSDARG00000077285	ENSMUSG00000038188
mm_zf_gene_10327	ENSDARG00000024564	ENSMUSG00000038936
mm_zf_gene_10328	ENSDARG00000033662	ENSMUSG00000050195
mm_zf_gene_10329	ENSDARG00000033662	ENSMUSG00000025203
mm_zf_gene_10330	ENSDARG00000030265	ENSMUSG00000050195
mm_zf_gene_10331	ENSDARG00000030265	ENSMUSG00000025203
mm_zf_gene_10332	ENSDARG00000000779	ENSMUSG00000020952
mm_zf_gene_10333	ENSDARG00000040005	ENSMUSG00000062110
mm_zf_gene_10334	ENSDARG00000038574	ENSMUSG00000050711
mm_zf_gene_10335	ENSDARG00000086288	ENSMUSG00000032181
mm_zf_gene_10336	ENSDARG00000058732	ENSMUSG00000021337
mm_zf_gene_10337	ENSDARG00000035175	ENSMUSG00000102422
mm_zf_gene_10338	ENSDARG00000035175	ENSMUSG00000027777
mm_zf_gene_10339	ENSDARG00000010728	ENSMUSG00000002565
mm_zf_gene_10340	ENSDARG00000057248	ENSMUSG00000059834
mm_zf_gene_10341	ENSDARG00000073813	ENSMUSG00000026307
mm_zf_gene_10342	ENSDARG00000104311	ENSMUSG00000000085
mm_zf_gene_10343	ENSDARG00000017266	ENSMUSG00000044770
mm_zf_gene_10344	ENSDARG00000090724	ENSMUSG00000034533
mm_zf_gene_10345	ENSDARG00000060222	ENSMUSG00000019194
mm_zf_gene_10346	ENSDARG00000105003	ENSMUSG00000019194
mm_zf_gene_10347	ENSDARG00000101713	ENSMUSG00000070304
mm_zf_gene_10348	ENSDARG00000062359	ENSMUSG00000049281
mm_zf_gene_10349	ENSDARG00000099031	ENSMUSG00000046480
mm_zf_gene_10350	ENSDARG00000060319	ENSMUSG00000046480
mm_zf_gene_10351	ENSDARG00000005775	ENSMUSG00000023033
mm_zf_gene_10352	ENSDARG00000018032	ENSMUSG00000023033
mm_zf_gene_10353	ENSDARG00000003027	ENSMUSG00000092607
mm_zf_gene_10354	ENSDARG00000045555	ENSMUSG00000091780
mm_zf_gene_10355	ENSDARG00000087333	ENSMUSG00000063253
mm_zf_gene_10356	ENSDARG00000002217	ENSMUSG00000063253
mm_zf_gene_10357	ENSDARG00000067859	ENSMUSG00000029797
mm_zf_gene_10358	ENSDARG00000102356	ENSMUSG00000028603
mm_zf_gene_10359	ENSDARG00000040072	ENSMUSG00000000278
mm_zf_gene_10360	ENSDARG00000000861	ENSMUSG00000022568
mm_zf_gene_10361	ENSDARG00000043497	ENSMUSG00000020877
mm_zf_gene_10362	ENSDARG00000016611	ENSMUSG00000008226
mm_zf_gene_10363	ENSDARG00000100821	ENSMUSG00000048385
mm_zf_gene_10364	ENSDARG00000040214	ENSMUSG00000048385
mm_zf_gene_10365	ENSDARG00000056175	ENSMUSG00000060257
mm_zf_gene_10366	ENSDARG00000063097	ENSMUSG00000016763
mm_zf_gene_10367	ENSDARG00000011490	ENSMUSG00000038677
mm_zf_gene_10368	ENSDARG00000035695	ENSMUSG00000034161
mm_zf_gene_10369	ENSDARG00000011635	ENSMUSG00000034161
mm_zf_gene_10370	ENSDARG00000027046	ENSMUSG00000026584
mm_zf_gene_10371	ENSDARG00000105117	ENSMUSG00000029415
mm_zf_gene_10372	ENSDARG00000002731	ENSMUSG00000022261
mm_zf_gene_10373	ENSDARG00000059906	ENSMUSG00000017009
mm_zf_gene_10374	ENSDARG00000030097	ENSMUSG00000027456
mm_zf_gene_10375	ENSDARG00000024124	ENSMUSG00000038806
mm_zf_gene_10376	ENSDARG00000024026	ENSMUSG00000002064
mm_zf_gene_10377	ENSDARG00000035631	ENSMUSG00000022769
mm_zf_gene_10378	ENSDARG00000070682	ENSMUSG00000029076
mm_zf_gene_10379	ENSDARG00000016721	ENSMUSG00000021577
mm_zf_gene_10380	ENSDARG00000062971	ENSMUSG00000024668
mm_zf_gene_10381	ENSDARG00000036092	ENSMUSG00000042505
mm_zf_gene_10382	ENSDARG00000039390	ENSMUSG00000026154
mm_zf_gene_10383	ENSDARG00000075768	ENSMUSG00000009863
mm_zf_gene_10384	ENSDARG00000038608	ENSMUSG00000058076
mm_zf_gene_10385	ENSDARG00000055712	ENSMUSG00000000171
mm_zf_gene_10386	ENSDARG00000030139	ENSMUSG00000000171
mm_zf_gene_10387	ENSDARG00000078866	ENSMUSG00000039683
mm_zf_gene_10388	ENSDARG00000062854	ENSMUSG00000039683
mm_zf_gene_10389	ENSDARG00000060452	ENSMUSG00000041592
mm_zf_gene_10390	ENSDARG00000016233	ENSMUSG00000028236
mm_zf_gene_10391	ENSDARG00000017794	ENSMUSG00000028236
mm_zf_gene_10392	ENSDARG00000099617	ENSMUSG00000022223
mm_zf_gene_10393	ENSDARG00000098838	ENSMUSG00000034308
mm_zf_gene_10394	ENSDARG00000074698	ENSMUSG00000029596
mm_zf_gene_10395	ENSDARG00000042526	ENSMUSG00000001103
mm_zf_gene_10396	ENSDARG00000008936	ENSMUSG00000025724
mm_zf_gene_10397	ENSDARG00000054807	ENSMUSG00000030298
mm_zf_gene_10398	ENSDARG00000099554	ENSMUSG00000026589
mm_zf_gene_10399	ENSDARG00000078328	ENSMUSG00000034473
mm_zf_gene_10400	ENSDARG00000030108	ENSMUSG00000027879
mm_zf_gene_10401	ENSDARG00000100435	ENSMUSG00000027879
mm_zf_gene_10402	ENSDARG00000063387	ENSMUSG00000061536
mm_zf_gene_10403	ENSDARG00000104230	ENSMUSG00000020986
mm_zf_gene_10404	ENSDARG00000019360	ENSMUSG00000027429
mm_zf_gene_10405	ENSDARG00000061413	ENSMUSG00000055319
mm_zf_gene_10406	ENSDARG00000104375	ENSMUSG00000036391
mm_zf_gene_10407	ENSDARG00000045946	ENSMUSG00000039234
mm_zf_gene_10408	ENSDARG00000021082	ENSMUSG00000035325
mm_zf_gene_10409	ENSDARG00000002916	ENSMUSG00000051984
mm_zf_gene_10410	ENSDARG00000021669	ENSMUSG00000030082
mm_zf_gene_10411	ENSDARG00000076568	ENSMUSG00000053317
mm_zf_gene_10412	ENSDARG00000076568	ENSMUSG00000092116
mm_zf_gene_10413	ENSDARG00000018637	ENSMUSG00000078974
mm_zf_gene_10414	ENSDARG00000019951	ENSMUSG00000027706
mm_zf_gene_10415	ENSDARG00000017740	ENSMUSG00000019802
mm_zf_gene_10416	ENSDARG00000073892	ENSMUSG00000035139
mm_zf_gene_10417	ENSDARG00000004280	ENSMUSG00000079614
mm_zf_gene_10418	ENSDARG00000004581	ENSMUSG00000020964
mm_zf_gene_10419	ENSDARG00000024717	ENSMUSG00000068877
mm_zf_gene_10420	ENSDARG00000024717	ENSMUSG00000068874
mm_zf_gene_10421	ENSDARG00000042210	ENSMUSG00000028883
mm_zf_gene_10422	ENSDARG00000011672	ENSMUSG00000057969
mm_zf_gene_10423	ENSDARG00000007560	ENSMUSG00000021904
mm_zf_gene_10424	ENSDARG00000034300	ENSMUSG00000028780
mm_zf_gene_10425	ENSDARG00000017369	ENSMUSG00000040254
mm_zf_gene_10426	ENSDARG00000036571	ENSMUSG00000063531
mm_zf_gene_10427	ENSDARG00000011163	ENSMUSG00000034684
mm_zf_gene_10428	ENSDARG00000055373	ENSMUSG00000034684
mm_zf_gene_10429	ENSDARG00000074414	ENSMUSG00000030539
mm_zf_gene_10430	ENSDARG00000079611	ENSMUSG00000026121
mm_zf_gene_10431	ENSDARG00000076595	ENSMUSG00000025207
mm_zf_gene_10432	ENSDARG00000058821	ENSMUSG00000022231
mm_zf_gene_10433	ENSDARG00000061471	ENSMUSG00000052133
mm_zf_gene_10434	ENSDARG00000002748	ENSMUSG00000038777
mm_zf_gene_10435	ENSDARG00000011533	ENSMUSG00000027200
mm_zf_gene_10436	ENSDARG00000000189	ENSMUSG00000038777
mm_zf_gene_10437	ENSDARG00000078707	ENSMUSG00000038264
mm_zf_gene_10438	ENSDARG00000095538	ENSMUSG00000005204
mm_zf_gene_10439	ENSDARG00000056741	ENSMUSG00000005204
mm_zf_gene_10440	ENSDARG00000060646	ENSMUSG00000005204
mm_zf_gene_10441	ENSDARG00000102923	ENSMUSG00000034252
mm_zf_gene_10442	ENSDARG00000079992	ENSMUSG00000034252
mm_zf_gene_10443	ENSDARG00000061138	ENSMUSG00000052917
mm_zf_gene_10444	ENSDARG00000019595	ENSMUSG00000051705
mm_zf_gene_10445	ENSDARG00000058292	ENSMUSG00000026662
mm_zf_gene_10446	ENSDARG00000033861	ENSMUSG00000029173
mm_zf_gene_10447	ENSDARG00000099236	ENSMUSG00000019917
mm_zf_gene_10448	ENSDARG00000019191	ENSMUSG00000022542
mm_zf_gene_10449	ENSDARG00000027590	ENSMUSG00000026276
mm_zf_gene_10450	ENSDARG00000030656	ENSMUSG00000022456
mm_zf_gene_10451	ENSDARG00000010385	ENSMUSG00000020486
mm_zf_gene_10452	ENSDARG00000013843	ENSMUSG00000072214
mm_zf_gene_10453	ENSDARG00000036031	ENSMUSG00000072214
mm_zf_gene_10454	ENSDARG00000010721	ENSMUSG00000050379
mm_zf_gene_10455	ENSDARG00000052673	ENSMUSG00000001833
mm_zf_gene_10456	ENSDARG00000032606	ENSMUSG00000018398
mm_zf_gene_10457	ENSDARG00000014233	ENSMUSG00000018398
mm_zf_gene_10458	ENSDARG00000020235	ENSMUSG00000059248
mm_zf_gene_10459	ENSDARG00000103900	ENSMUSG00000059248
mm_zf_gene_10460	ENSDARG00000056121	ENSMUSG00000015659
mm_zf_gene_10461	ENSDARG00000074242	ENSMUSG00000036371
mm_zf_gene_10462	ENSDARG00000070986	ENSMUSG00000030839
mm_zf_gene_10463	ENSDARG00000032340	ENSMUSG00000058586
mm_zf_gene_10464	ENSDARG00000009106	ENSMUSG00000019877
mm_zf_gene_10465	ENSDARG00000056532	ENSMUSG00000023232
mm_zf_gene_10466	ENSDARG00000053425	ENSMUSG00000023232
mm_zf_gene_10467	ENSDARG00000044815	ENSMUSG00000046110
mm_zf_gene_10468	ENSDARG00000008153	ENSMUSG00000021703
mm_zf_gene_10469	ENSDARG00000099439	ENSMUSG00000027808
mm_zf_gene_10470	ENSDARG00000005924	ENSMUSG00000061947
mm_zf_gene_10471	ENSDARG00000055416	ENSMUSG00000051029
mm_zf_gene_10472	ENSDARG00000055416	ENSMUSG00000044734
mm_zf_gene_10473	ENSDARG00000055416	ENSMUSG00000079049
mm_zf_gene_10474	ENSDARG00000091801	ENSMUSG00000026315
mm_zf_gene_10475	ENSDARG00000095830	ENSMUSG00000026315
mm_zf_gene_10476	ENSDARG00000070396	ENSMUSG00000051029
mm_zf_gene_10477	ENSDARG00000070396	ENSMUSG00000044734
mm_zf_gene_10478	ENSDARG00000070396	ENSMUSG00000079049
mm_zf_gene_10479	ENSDARG00000014556	ENSMUSG00000026315
mm_zf_gene_10480	ENSDARG00000096888	ENSMUSG00000026315
mm_zf_gene_10481	ENSDARG00000042684	ENSMUSG00000026715
mm_zf_gene_10482	ENSDARG00000021208	ENSMUSG00000022766
mm_zf_gene_10483	ENSDARG00000056795	ENSMUSG00000037411
mm_zf_gene_10484	ENSDARG00000029353	ENSMUSG00000026249
mm_zf_gene_10485	ENSDARG00000057108	ENSMUSG00000091155
mm_zf_gene_10486	ENSDARG00000069048	ENSMUSG00000000753
mm_zf_gene_10487	ENSDARG00000076448	ENSMUSG00000038224
mm_zf_gene_10488	ENSDARG00000061383	ENSMUSG00000038224
mm_zf_gene_10489	ENSDARG00000058053	ENSMUSG00000023224
mm_zf_gene_10490	ENSDARG00000075954	ENSMUSG00000070436
mm_zf_gene_10491	ENSDARG00000019949	ENSMUSG00000070436
mm_zf_gene_10492	ENSDARG00000034168	ENSMUSG00000027834
mm_zf_gene_10493	ENSDARG00000055530	ENSMUSG00000049800
mm_zf_gene_10494	ENSDARG00000020693	ENSMUSG00000038332
mm_zf_gene_10495	ENSDARG00000070012	ENSMUSG00000028893
mm_zf_gene_10496	ENSDARG00000015822	ENSMUSG00000032009
mm_zf_gene_10497	ENSDARG00000040614	ENSMUSG00000042272
mm_zf_gene_10498	ENSDARG00000093799	ENSMUSG00000024548
mm_zf_gene_10499	ENSDARG00000060030	ENSMUSG00000108815
mm_zf_gene_10500	ENSDARG00000060030	ENSMUSG00000042308
mm_zf_gene_10501	ENSDARG00000060847	ENSMUSG00000038384
mm_zf_gene_10502	ENSDARG00000016513	ENSMUSG00000056770
mm_zf_gene_10503	ENSDARG00000036592	ENSMUSG00000022948
mm_zf_gene_10504	ENSDARG00000078576	ENSMUSG00000034269
mm_zf_gene_10505	ENSDARG00000043986	ENSMUSG00000031671
mm_zf_gene_10506	ENSDARG00000038858	ENSMUSG00000037111
mm_zf_gene_10507	ENSDARG00000041243	ENSMUSG00000015697
mm_zf_gene_10508	ENSDARG00000099021	ENSMUSG00000015697
mm_zf_gene_10509	ENSDARG00000074836	ENSMUSG00000034639
mm_zf_gene_10510	ENSDARG00000022996	ENSMUSG00000079593
mm_zf_gene_10511	ENSDARG00000022996	ENSMUSG00000055555
mm_zf_gene_10512	ENSDARG00000022996	ENSMUSG00000015365
mm_zf_gene_10513	ENSDARG00000022996	ENSMUSG00000043535
mm_zf_gene_10514	ENSDARG00000100876	ENSMUSG00000000632
mm_zf_gene_10515	ENSDARG00000079414	ENSMUSG00000000632
mm_zf_gene_10516	ENSDARG00000100594	ENSMUSG00000058153
mm_zf_gene_10517	ENSDARG00000076052	ENSMUSG00000030683
mm_zf_gene_10518	ENSDARG00000008188	ENSMUSG00000024949
mm_zf_gene_10519	ENSDARG00000041887	ENSMUSG00000002129
mm_zf_gene_10520	ENSDARG00000021107	ENSMUSG00000020211
mm_zf_gene_10521	ENSDARG00000100114	ENSMUSG00000028902
mm_zf_gene_10522	ENSDARG00000056138	ENSMUSG00000025982
mm_zf_gene_10523	ENSDARG00000018049	ENSMUSG00000024853
mm_zf_gene_10524	ENSDARG00000103553	ENSMUSG00000033732
mm_zf_gene_10525	ENSDARG00000018574	ENSMUSG00000068856
mm_zf_gene_10526	ENSDARG00000016855	ENSMUSG00000078348
mm_zf_gene_10527	ENSDARG00000009753	ENSMUSG00000037361
mm_zf_gene_10528	ENSDARG00000053992	ENSMUSG00000023764
mm_zf_gene_10529	ENSDARG00000045519	ENSMUSG00000061186
mm_zf_gene_10530	ENSDARG00000011564	ENSMUSG00000028820
mm_zf_gene_10531	ENSDARG00000021974	ENSMUSG00000025066
mm_zf_gene_10532	ENSDARG00000035521	ENSMUSG00000031548
mm_zf_gene_10533	ENSDARG00000057678	ENSMUSG00000031548
mm_zf_gene_10534	ENSDARG00000070050	ENSMUSG00000027996
mm_zf_gene_10535	ENSDARG00000039041	ENSMUSG00000018822
mm_zf_gene_10536	ENSDARG00000005980	ENSMUSG00000029439
mm_zf_gene_10537	ENSDARG00000007362	ENSMUSG00000069899
mm_zf_gene_10538	ENSDARG00000007362	ENSMUSG00000073468
mm_zf_gene_10539	ENSDARG00000070284	ENSMUSG00000044982
mm_zf_gene_10540	ENSDARG00000094708	ENSMUSG00000043430
mm_zf_gene_10541	ENSDARG00000067566	ENSMUSG00000043430
mm_zf_gene_10542	ENSDARG00000019963	ENSMUSG00000021474
mm_zf_gene_10543	ENSDARG00000017960	ENSMUSG00000025036
mm_zf_gene_10544	ENSDARG00000057374	ENSMUSG00000025212
mm_zf_gene_10545	ENSDARG00000069832	ENSMUSG00000063698
mm_zf_gene_10546	ENSDARG00000103595	ENSMUSG00000033720
mm_zf_gene_10547	ENSDARG00000026137	ENSMUSG00000033720
mm_zf_gene_10548	ENSDARG00000052341	ENSMUSG00000029156
mm_zf_gene_10549	ENSDARG00000098573	ENSMUSG00000020354
mm_zf_gene_10550	ENSDARG00000012138	ENSMUSG00000004631
mm_zf_gene_10551	ENSDARG00000038107	ENSMUSG00000035296
mm_zf_gene_10552	ENSDARG00000063370	ENSMUSG00000017868
mm_zf_gene_10553	ENSDARG00000062460	ENSMUSG00000025915
mm_zf_gene_10554	ENSDARG00000029621	ENSMUSG00000040451
mm_zf_gene_10555	ENSDARG00000061375	ENSMUSG00000020097
mm_zf_gene_10556	ENSDARG00000060534	ENSMUSG00000021054
mm_zf_gene_10557	ENSDARG00000032087	ENSMUSG00000005043
mm_zf_gene_10558	ENSDARG00000028857	ENSMUSG00000042216
mm_zf_gene_10559	ENSDARG00000019038	ENSMUSG00000042303
mm_zf_gene_10560	ENSDARG00000019941	ENSMUSG00000004937
mm_zf_gene_10561	ENSDARG00000057679	ENSMUSG00000030733
mm_zf_gene_10562	ENSDARG00000069958	ENSMUSG00000042594
mm_zf_gene_10563	ENSDARG00000095348	ENSMUSG00000005696
mm_zf_gene_10564	ENSDARG00000074854	ENSMUSG00000005696
mm_zf_gene_10565	ENSDARG00000028099	ENSMUSG00000059013
mm_zf_gene_10566	ENSDARG00000041378	ENSMUSG00000053886
mm_zf_gene_10567	ENSDARG00000021633	ENSMUSG00000040666
mm_zf_gene_10568	ENSDARG00000058302	ENSMUSG00000031246
mm_zf_gene_10569	ENSDARG00000036878	ENSMUSG00000032261
mm_zf_gene_10570	ENSDARG00000098075	ENSMUSG00000028843
mm_zf_gene_10571	ENSDARG00000078119	ENSMUSG00000022436
mm_zf_gene_10572	ENSDARG00000021982	ENSMUSG00000054520
mm_zf_gene_10573	ENSDARG00000100529	ENSMUSG00000021892
mm_zf_gene_10574	ENSDARG00000103978	ENSMUSG00000021892
mm_zf_gene_10575	ENSDARG00000019160	ENSMUSG00000013646
mm_zf_gene_10576	ENSDARG00000088202	ENSMUSG00000028082
mm_zf_gene_10577	ENSDARG00000099448	ENSMUSG00000073758
mm_zf_gene_10578	ENSDARG00000013360	ENSMUSG00000030638
mm_zf_gene_10579	ENSDARG00000045294	ENSMUSG00000037062
mm_zf_gene_10580	ENSDARG00000010956	ENSMUSG00000037062
mm_zf_gene_10581	ENSDARG00000008983	ENSMUSG00000026860
mm_zf_gene_10582	ENSDARG00000035470	ENSMUSG00000026860
mm_zf_gene_10583	ENSDARG00000075853	ENSMUSG00000040990
mm_zf_gene_10584	ENSDARG00000060148	ENSMUSG00000053617
mm_zf_gene_10585	ENSDARG00000061758	ENSMUSG00000053617
mm_zf_gene_10586	ENSDARG00000103251	ENSMUSG00000040711
mm_zf_gene_10587	ENSDARG00000070470	ENSMUSG00000031642
mm_zf_gene_10588	ENSDARG00000089917	ENSMUSG00000045629
mm_zf_gene_10589	ENSDARG00000074393	ENSMUSG00000020669
mm_zf_gene_10590	ENSDARG00000060539	ENSMUSG00000038738
mm_zf_gene_10591	ENSDARG00000063332	ENSMUSG00000022623
mm_zf_gene_10592	ENSDARG00000076995	ENSMUSG00000022552
mm_zf_gene_10593	ENSDARG00000075437	ENSMUSG00000042626
mm_zf_gene_10594	ENSDARG00000062080	ENSMUSG00000020312
mm_zf_gene_10595	ENSDARG00000094243	ENSMUSG00000039154
mm_zf_gene_10596	ENSDARG00000062109	ENSMUSG00000039154
mm_zf_gene_10597	ENSDARG00000087956	ENSMUSG00000046280
mm_zf_gene_10598	ENSDARG00000068567	ENSMUSG00000002633
mm_zf_gene_10599	ENSDARG00000038867	ENSMUSG00000002633
mm_zf_gene_10600	ENSDARG00000075467	ENSMUSG00000050010
mm_zf_gene_10601	ENSDARG00000006307	ENSMUSG00000041889
mm_zf_gene_10602	ENSDARG00000115501	ENSMUSG00000053930
mm_zf_gene_10603	ENSDARG00000063144	ENSMUSG00000053550
