mm_zf_xp_gene	mm_gene	zf_gene	xp_gene
mm_zf_xp_13362	ENSMUSG00000044442	ENSDARG00000115421	n6amt1-like
mm_zf_xp_13363	ENSMUSG00000052299	ENSDARG00000003984	ltn1
mm_zf_xp_13364	ENSMUSG00000041079	ENSDARG00000055426	rwdd2b
mm_zf_xp_13365	ENSMUSG00000025616	NA	usp16
mm_zf_xp_13366	ENSMUSG00000025613	ENSDARG00000008243	cct8
mm_zf_xp_13367	ENSMUSG00000025612	ENSDARG00000002196	bach1
mm_zf_xp_13368	ENSMUSG00000025612	ENSDARG00000062553	bach1
mm_zf_xp_13369	ENSMUSG00000022935	ENSDARG00000040627	grik1-like
mm_zf_xp_13370	ENSMUSG00000022935	ENSDARG00000069139	grik1-like
mm_zf_xp_13371	ENSMUSG00000050520	ENSDARG00000099950	LOC100486904
mm_zf_xp_13372	ENSMUSG00000050520	ENSDARG00000099950	LOC100487058
mm_zf_xp_13373	ENSMUSG00000050239	NA	Xetrov90028911m
mm_zf_xp_13374	ENSMUSG00000091212	NA	Xetrov90025863m
mm_zf_xp_13375	ENSMUSG00000002489	ENSDARG00000078430	tiam1
mm_zf_xp_13376	ENSMUSG00000022982	ENSDARG00000043848	sod1
mm_zf_xp_13377	ENSMUSG00000022983	ENSDARG00000018854	NA
mm_zf_xp_13378	ENSMUSG00000022983	ENSDARG00000077093	NA
mm_zf_xp_13379	ENSMUSG00000053414	NA	LOC100489196
mm_zf_xp_13380	ENSMUSG00000053414	NA	hunk
mm_zf_xp_13381	ENSMUSG00000022978	ENSDARG00000035333	mis18a
mm_zf_xp_13382	ENSMUSG00000039956	NA	LOC100486343
mm_zf_xp_13383	ENSMUSG00000039929	ENSDARG00000060308	urb1
mm_zf_xp_13384	ENSMUSG00000039903	ENSDARG00000056024	eva1c-like
mm_zf_xp_13385	ENSMUSG00000022973	ENSDARG00000025011	synj1-like
mm_zf_xp_13386	ENSMUSG00000022974	ENSDARG00000062361	Xetrov90004082m
mm_zf_xp_13387	ENSMUSG00000039830	ENSDARG00000040946	olig2
mm_zf_xp_13388	ENSMUSG00000046160	ENSDARG00000040948	olig1
mm_zf_xp_13389	ENSMUSG00000022971	ENSDARG00000099342	NA
mm_zf_xp_13390	ENSMUSG00000022971	ENSDARG00000087131	NA
mm_zf_xp_13391	ENSMUSG00000022971	ENSDARG00000039439	NA
mm_zf_xp_13392	ENSMUSG00000022971	ENSDARG00000075181	NA
mm_zf_xp_13393	ENSMUSG00000022971	ENSDARG00000100383	NA
mm_zf_xp_13394	ENSMUSG00000022971	ENSDARG00000074771	NA
mm_zf_xp_13395	ENSMUSG00000022971	ENSDARG00000099342	NA
mm_zf_xp_13396	ENSMUSG00000022971	ENSDARG00000087131	NA
mm_zf_xp_13397	ENSMUSG00000022971	ENSDARG00000039439	NA
mm_zf_xp_13398	ENSMUSG00000022971	ENSDARG00000075181	NA
mm_zf_xp_13399	ENSMUSG00000022971	ENSDARG00000100383	NA
mm_zf_xp_13400	ENSMUSG00000022971	ENSDARG00000074771	NA
mm_zf_xp_13401	ENSMUSG00000093701	ENSDARG00000068711	il10rb
mm_zf_xp_13402	ENSMUSG00000093701	ENSDARG00000068711	Xetrov90004074m
mm_zf_xp_13403	ENSMUSG00000022969	ENSDARG00000068711	il10rb
mm_zf_xp_13404	ENSMUSG00000022969	ENSDARG00000068711	Xetrov90004074m
mm_zf_xp_13405	ENSMUSG00000022967	ENSDARG00000078042	ifnar1
mm_zf_xp_13406	ENSMUSG00000022964	NA	tmem50b
mm_zf_xp_13407	ENSMUSG00000039763	ENSDARG00000018181	dnajc28
mm_zf_xp_13408	ENSMUSG00000022962	ENSDARG00000101089	LOC100485140
mm_zf_xp_13409	ENSMUSG00000022962	ENSDARG00000101089	Xetrov90004051m
mm_zf_xp_13410	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90006815m
mm_zf_xp_13411	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90029213m
mm_zf_xp_13412	ENSMUSG00000022961	ENSDARG00000055389	LOC101730453
mm_zf_xp_13413	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90028106m
mm_zf_xp_13414	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90017242m
mm_zf_xp_13415	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90009438m
mm_zf_xp_13416	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90010400m
mm_zf_xp_13417	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90000110m
mm_zf_xp_13418	ENSMUSG00000022961	ENSDARG00000055389	Xetrov90000109m
mm_zf_xp_13419	ENSMUSG00000022960	NA	donson
mm_zf_xp_13420	ENSMUSG00000058240	ENSDARG00000026902	cryzl1
mm_zf_xp_13421	ENSMUSG00000022957	ENSDARG00000000086	itsn1-like
mm_zf_xp_13422	ENSMUSG00000039680	ENSDARG00000039543	mrps6
mm_zf_xp_13423	ENSMUSG00000089774	ENSDARG00000010376	Xetrov90004061m
mm_zf_xp_13424	ENSMUSG00000089774	ENSDARG00000077812	Xetrov90004061m
mm_zf_xp_13425	ENSMUSG00000039672	NA	LOC100490092
mm_zf_xp_13426	ENSMUSG00000039639	NA	kcne1-like
mm_zf_xp_13427	ENSMUSG00000022951	ENSDARG00000003109	NA
mm_zf_xp_13428	ENSMUSG00000022949	NA	Xetrov90013222m
mm_zf_xp_13429	ENSMUSG00000022949	NA	clic6
mm_zf_xp_13430	ENSMUSG00000022949	NA	Xetrov90030958m
mm_zf_xp_13431	ENSMUSG00000022949	NA	Xetrov90003657m
mm_zf_xp_13432	ENSMUSG00000022952	ENSDARG00000087646	runx1
mm_zf_xp_13433	ENSMUSG00000022948	ENSDARG00000036592	setd4
mm_zf_xp_13434	ENSMUSG00000082815	ENSDARG00000036587	NA
mm_zf_xp_13435	ENSMUSG00000051483	ENSDARG00000036587	NA
mm_zf_xp_13436	ENSMUSG00000022945	ENSDARG00000056473	NA
mm_zf_xp_13437	ENSMUSG00000047109	NA	cldn14
mm_zf_xp_13438	ENSMUSG00000062713	NA	sim2
mm_zf_xp_13439	ENSMUSG00000040820	ENSDARG00000039934	hlcs-like
mm_zf_xp_13440	ENSMUSG00000022941	ENSDARG00000036974	NA
mm_zf_xp_13441	ENSMUSG00000022940	ENSDARG00000038805	pigp
mm_zf_xp_13442	ENSMUSG00000040785	ENSDARG00000086075	ttc3-like
mm_zf_xp_13443	ENSMUSG00000022897	ENSDARG00000063570	dyrk1a
mm_zf_xp_13444	ENSMUSG00000022897	ENSDARG00000023814	dyrk1a
mm_zf_xp_13445	ENSMUSG00000043301	ENSDARG00000058985	LOC100489771
mm_zf_xp_13446	ENSMUSG00000062609	ENSDARG00000058988	kcnj15-like
mm_zf_xp_13447	ENSMUSG00000040732	ENSDARG00000077304	NA
mm_zf_xp_13448	ENSMUSG00000022913	ENSDARG00000040620	psmg1
mm_zf_xp_13449	ENSMUSG00000022914	ENSDARG00000074747	brwd1
mm_zf_xp_13450	ENSMUSG00000023147	ENSDARG00000103007	NA
mm_zf_xp_13451	ENSMUSG00000040666	ENSDARG00000021633	NA
mm_zf_xp_13452	ENSMUSG00000040666	ENSDARG00000021633	NA
mm_zf_xp_13453	ENSMUSG00000074892	NA	LOC101734599
mm_zf_xp_13454	ENSMUSG00000090223	ENSDARG00000053130	NA
mm_zf_xp_13455	ENSMUSG00000050272	ENSDARG00000024865	dscam
mm_zf_xp_13456	ENSMUSG00000050272	ENSDARG00000028118	dscam
mm_zf_xp_13457	ENSMUSG00000040605	ENSDARG00000044781	bace2
mm_zf_xp_13458	ENSMUSG00000022938	NA	fam3b
mm_zf_xp_13459	ENSMUSG00000000386	NA	mx2
mm_zf_xp_13460	ENSMUSG00000000385	ENSDARG00000098686	LOC101731874-like
mm_zf_xp_13461	ENSMUSG00000005251	ENSDARG00000043211	NA
mm_zf_xp_13462	ENSMUSG00000014039	ENSDARG00000098867	prdm15
mm_zf_xp_13463	ENSMUSG00000045975	ENSDARG00000105000	c2cd2
mm_zf_xp_13464	ENSMUSG00000046962	ENSDARG00000043285	zbtb21
mm_zf_xp_13465	ENSMUSG00000054134	ENSDARG00000068923	NA
mm_zf_xp_13466	ENSMUSG00000024030	ENSDARG00000063475	LOC100496811
mm_zf_xp_13467	ENSMUSG00000024034	ENSDARG00000053315	tmprss3
mm_zf_xp_13468	ENSMUSG00000024033	ENSDARG00000102261	LOC100489385
mm_zf_xp_13469	ENSMUSG00000024036	ENSDARG00000086103	LOC100492583
mm_zf_xp_13470	ENSMUSG00000041119	ENSDARG00000060280	Xetrov90029757m
mm_zf_xp_13471	ENSMUSG00000024037	ENSDARG00000090581	NA
mm_zf_xp_13472	ENSMUSG00000024038	ENSDARG00000090389	LOC100497622-like
mm_zf_xp_13473	ENSMUSG00000006705	ENSDARG00000018765	LOC100497777
mm_zf_xp_13474	ENSMUSG00000006705	ENSDARG00000018765	Xetrov90029753m
mm_zf_xp_13475	ENSMUSG00000006705	ENSDARG00000036542	LOC100497777
mm_zf_xp_13476	ENSMUSG00000006705	ENSDARG00000036542	Xetrov90029753m
mm_zf_xp_13477	ENSMUSG00000024039	ENSDARG00000053500	NA
mm_zf_xp_13478	ENSMUSG00000024039	ENSDARG00000010946	NA
mm_zf_xp_13479	ENSMUSG00000061613	ENSDARG00000015325	NA
mm_zf_xp_13480	ENSMUSG00000024041	ENSDARG00000053502	NA
mm_zf_xp_13481	ENSMUSG00000024042	ENSDARG00000058606	NA
mm_zf_xp_13482	ENSMUSG00000002076	ENSDARG00000035080	hsf2bp
mm_zf_xp_13483	ENSMUSG00000058392	ENSDARG00000103337	NA
mm_zf_xp_13484	ENSMUSG00000032788	ENSDARG00000088959	pdxk
mm_zf_xp_13485	ENSMUSG00000032788	ENSDARG00000036546	pdxk
mm_zf_xp_13486	ENSMUSG00000005054	ENSDARG00000045352	LOC101734653-like
mm_zf_xp_13487	ENSMUSG00000005054	ENSDARG00000045352	LOC100493950
mm_zf_xp_13488	ENSMUSG00000005054	ENSDARG00000028164	LOC101734653-like
mm_zf_xp_13489	ENSMUSG00000005054	ENSDARG00000028164	LOC100493950
mm_zf_xp_13490	ENSMUSG00000061032	ENSDARG00000103337	rrp1b
mm_zf_xp_13491	ENSMUSG00000001211	ENSDARG00000036549	agpat3
mm_zf_xp_13492	ENSMUSG00000000374	ENSDARG00000098118	trappc10
mm_zf_xp_13493	ENSMUSG00000032834	ENSDARG00000037109	LOC100158563
mm_zf_xp_13494	ENSMUSG00000000730	ENSDARG00000052402	NA
mm_zf_xp_13495	ENSMUSG00000000730	ENSDARG00000057830	NA
mm_zf_xp_13496	ENSMUSG00000000730	ENSDARG00000057863	NA
mm_zf_xp_13497	ENSMUSG00000000731	ENSDARG00000056784	LOC100497732
mm_zf_xp_13498	ENSMUSG00000020277	ENSDARG00000099755	NA
mm_zf_xp_13499	ENSMUSG00000020277	ENSDARG00000060504	NA
mm_zf_xp_13500	ENSMUSG00000009292	NA	Xetrov90023832m
mm_zf_xp_13501	ENSMUSG00000009292	NA	Xetrov90027768m
mm_zf_xp_13502	ENSMUSG00000051652	ENSDARG00000078415	LOC100492333
mm_zf_xp_13503	ENSMUSG00000069581	ENSDARG00000077580	tspear
mm_zf_xp_13504	ENSMUSG00000069581	ENSDARG00000089235	tspear
mm_zf_xp_13505	ENSMUSG00000009293	ENSDARG00000025404	ube2g2
mm_zf_xp_13506	ENSMUSG00000020265	ENSDARG00000028119	sumo3
mm_zf_xp_13507	ENSMUSG00000020265	ENSDARG00000035993	sumo3
mm_zf_xp_13508	ENSMUSG00000000290	ENSDARG00000016939	itgb2
mm_zf_xp_13509	ENSMUSG00000032977	ENSDARG00000071500	fam207a
mm_zf_xp_13510	ENSMUSG00000020262	ENSDARG00000041609	adarb1
mm_zf_xp_13511	ENSMUSG00000020262	ENSDARG00000003544	adarb1
mm_zf_xp_13512	ENSMUSG00000020260	ENSDARG00000045175	pofut2
mm_zf_xp_13513	ENSMUSG00000001435	NA	col18a1
mm_zf_xp_13514	ENSMUSG00000001436	ENSDARG00000033993	slc19a1
mm_zf_xp_13515	ENSMUSG00000001120	NA	LOC100490531-like
mm_zf_xp_13516	ENSMUSG00000001119	ENSDARG00000074908	col6a1
mm_zf_xp_13517	ENSMUSG00000020241	ENSDARG00000061436	LOC100145523
mm_zf_xp_13518	ENSMUSG00000020241	ENSDARG00000061436	Xetrov90023582m
mm_zf_xp_13519	ENSMUSG00000001155	ENSDARG00000007421	NA
mm_zf_xp_13520	ENSMUSG00000033105	ENSDARG00000061274	lss
mm_zf_xp_13521	ENSMUSG00000001150	ENSDARG00000021402	mcm3ap-like
mm_zf_xp_13522	ENSMUSG00000033126	ENSDARG00000011999	ybey-like
mm_zf_xp_13523	ENSMUSG00000009114	ENSDARG00000044549	NA
mm_zf_xp_13524	ENSMUSG00000001151	ENSDARG00000033012	pcnt-like.2
mm_zf_xp_13525	ENSMUSG00000001151	ENSDARG00000033012	pcnt-like.1
mm_zf_xp_13526	ENSMUSG00000020231	ENSDARG00000078058	dip2a
mm_zf_xp_13527	ENSMUSG00000033208	ENSDARG00000057598	LOC100494945
mm_zf_xp_13528	ENSMUSG00000033208	ENSDARG00000057598	LOC101734506
mm_zf_xp_13529	ENSMUSG00000033208	ENSDARG00000057598	Xetrov90012894m
mm_zf_xp_13530	ENSMUSG00000020230	ENSDARG00000063212	prmt2
mm_zf_xp_13531	ENSMUSG00000094626	NA	cecr6
mm_zf_xp_13532	ENSMUSG00000002897	NA	il17ra
mm_zf_xp_13533	ENSMUSG00000002897	NA	Xetrov90028662m
mm_zf_xp_13534	ENSMUSG00000071226	ENSDARG00000078310	cecr2
mm_zf_xp_13535	ENSMUSG00000019210	ENSDARG00000030694	atp6v1e1
mm_zf_xp_13536	ENSMUSG00000019210	ENSDARG00000014085	atp6v1e1
mm_zf_xp_13537	ENSMUSG00000009112	ENSDARG00000096037	NA
mm_zf_xp_13538	ENSMUSG00000051586	ENSDARG00000094732	mical3
mm_zf_xp_13539	ENSMUSG00000067825	ENSDARG00000073858	NA
mm_zf_xp_13540	ENSMUSG00000030137	NA	tuba8
mm_zf_xp_13541	ENSMUSG00000030107	NA	usp18-like
mm_zf_xp_13542	ENSMUSG00000006345	ENSDARG00000018342	NA
mm_zf_xp_13543	ENSMUSG00000006345	ENSDARG00000092350	NA
mm_zf_xp_13544	ENSMUSG00000006345	ENSDARG00000075541	NA
mm_zf_xp_13545	ENSMUSG00000006345	ENSDARG00000091254	NA
mm_zf_xp_13546	ENSMUSG00000006345	ENSDARG00000075055	NA
mm_zf_xp_13547	ENSMUSG00000006345	ENSDARG00000087054	NA
mm_zf_xp_13548	ENSMUSG00000006345	ENSDARG00000023526	NA
mm_zf_xp_13549	ENSMUSG00000071636	ENSDARG00000103792	NA
mm_zf_xp_13550	ENSMUSG00000003531	ENSDARG00000005500	dgcr6
mm_zf_xp_13551	ENSMUSG00000003531	ENSDARG00000005500	NA
mm_zf_xp_13552	ENSMUSG00000003526	ENSDARG00000086746	LOC100494891
mm_zf_xp_13553	ENSMUSG00000003166	ENSDARG00000042962	dgcr2
mm_zf_xp_13554	ENSMUSG00000092470	ENSDARG00000042962	dgcr2
mm_zf_xp_13555	ENSMUSG00000003527	NA	dgcr14
mm_zf_xp_13556	ENSMUSG00000022738	NA	gsc2
mm_zf_xp_13557	ENSMUSG00000003528	ENSDARG00000076381	NA
mm_zf_xp_13558	ENSMUSG00000003528	ENSDARG00000080000	NA
mm_zf_xp_13559	ENSMUSG00000022702	ENSDARG00000013434	LOC100495450
mm_zf_xp_13560	ENSMUSG00000022718	ENSDARG00000035564	dgcr8
mm_zf_xp_13561	ENSMUSG00000099908	ENSDARG00000092360	NA
mm_zf_xp_13562	ENSMUSG00000071632	ENSDARG00000092360	NA
mm_zf_xp_13563	ENSMUSG00000022706	ENSDARG00000043554	mrpl40
mm_zf_xp_13564	ENSMUSG00000005262	ENSDARG00000010051	ufd1l
mm_zf_xp_13565	ENSMUSG00000000028	ENSDARG00000043720	cdc45-like
mm_zf_xp_13566	ENSMUSG00000041378	ENSDARG00000014059	cldn5
mm_zf_xp_13567	ENSMUSG00000041378	ENSDARG00000043716	cldn5
mm_zf_xp_13568	ENSMUSG00000072214	ENSDARG00000013843	NA
mm_zf_xp_13569	ENSMUSG00000072214	ENSDARG00000036031	NA
mm_zf_xp_13570	ENSMUSG00000072214	ENSDARG00000013843	NA
mm_zf_xp_13571	ENSMUSG00000072214	ENSDARG00000036031	NA
mm_zf_xp_13572	ENSMUSG00000050761	ENSDARG00000074441	gp1bb
mm_zf_xp_13573	ENSMUSG00000009097	ENSDARG00000031891	tbx1
mm_zf_xp_13574	ENSMUSG00000000884	ENSDARG00000036293	gnb1l
mm_zf_xp_13575	ENSMUSG00000075704	NA	txnrd2
mm_zf_xp_13576	ENSMUSG00000000326	ENSDARG00000025679	NA
mm_zf_xp_13577	ENSMUSG00000000326	ENSDARG00000015337	NA
mm_zf_xp_13578	ENSMUSG00000000325	ENSDARG00000061688	arvcf
mm_zf_xp_13579	ENSMUSG00000000325	ENSDARG00000074329	arvcf
mm_zf_xp_13580	ENSMUSG00000013539	ENSDARG00000056550	NA
mm_zf_xp_13581	ENSMUSG00000022721	ENSDARG00000002830	trmt2a
mm_zf_xp_13582	ENSMUSG00000005732	NA	ranbp1
mm_zf_xp_13583	ENSMUSG00000060166	ENSDARG00000018508	zdhhc8
mm_zf_xp_13584	ENSMUSG00000043811	ENSDARG00000090035	LOC100485966
mm_zf_xp_13585	ENSMUSG00000003531	ENSDARG00000005500	NA
mm_zf_xp_13586	ENSMUSG00000012017	NA	LOC100485666
mm_zf_xp_13587	ENSMUSG00000022750	ENSDARG00000088807	NA
mm_zf_xp_13588	ENSMUSG00000022750	ENSDARG00000088807	klhl22
mm_zf_xp_13589	ENSMUSG00000012114	ENSDARG00000014292	LOC100493634
mm_zf_xp_13590	ENSMUSG00000012114	ENSDARG00000014292	LOC100497361-like
mm_zf_xp_13591	ENSMUSG00000041720	ENSDARG00000062823	pi4ka
mm_zf_xp_13592	ENSMUSG00000022766	ENSDARG00000021208	NA
mm_zf_xp_13593	ENSMUSG00000022765	ENSDARG00000038518	snap29
mm_zf_xp_13594	ENSMUSG00000006134	ENSDARG00000028699	crkl
mm_zf_xp_13595	ENSMUSG00000022763	ENSDARG00000062780	LOC100493696-like
mm_zf_xp_13596	ENSMUSG00000022761	ENSDARG00000015905	lztr1
mm_zf_xp_13597	ENSMUSG00000022760	ENSDARG00000070704	NA
mm_zf_xp_13598	ENSMUSG00000022758	NA	Xetrov90003230m
mm_zf_xp_13599	ENSMUSG00000022756	ENSDARG00000068286	slc7a4
mm_zf_xp_13600	ENSMUSG00000022759	ENSDARG00000098365	LOC100485518
mm_zf_xp_13601	ENSMUSG00000006345	ENSDARG00000018342	NA
mm_zf_xp_13602	ENSMUSG00000006345	ENSDARG00000092350	NA
mm_zf_xp_13603	ENSMUSG00000006345	ENSDARG00000075541	NA
mm_zf_xp_13604	ENSMUSG00000006345	ENSDARG00000091254	NA
mm_zf_xp_13605	ENSMUSG00000006345	ENSDARG00000075055	NA
mm_zf_xp_13606	ENSMUSG00000006345	ENSDARG00000087054	NA
mm_zf_xp_13607	ENSMUSG00000006345	ENSDARG00000023526	NA
mm_zf_xp_13608	ENSMUSG00000071636	ENSDARG00000103792	NA
mm_zf_xp_13609	ENSMUSG00000050240	ENSDARG00000045660	hic2
mm_zf_xp_13610	ENSMUSG00000050240	ENSDARG00000100497	hic2
mm_zf_xp_13611	ENSMUSG00000071636	ENSDARG00000103792	NA
mm_zf_xp_13612	ENSMUSG00000038965	ENSDARG00000112087	NA
mm_zf_xp_13613	ENSMUSG00000038965	ENSDARG00000027141	NA
mm_zf_xp_13614	ENSMUSG00000041774	ENSDARG00000062655	Xetrov90015868m
mm_zf_xp_13615	ENSMUSG00000041774	ENSDARG00000062655	ydjc
mm_zf_xp_13616	ENSMUSG00000022769	ENSDARG00000035631	NA
mm_zf_xp_13617	ENSMUSG00000022771	ENSDARG00000002016	ppil2
mm_zf_xp_13618	ENSMUSG00000022773	ENSDARG00000035630	ypel1
mm_zf_xp_13619	ENSMUSG00000063358	ENSDARG00000027552	mapk1
mm_zf_xp_13620	ENSMUSG00000026181	ENSDARG00000005786	ppm1f
mm_zf_xp_13621	ENSMUSG00000022779	ENSDARG00000027586	top3b-like
mm_zf_xp_13622	ENSMUSG00000006345	ENSDARG00000018342	NA
mm_zf_xp_13623	ENSMUSG00000006345	ENSDARG00000092350	NA
mm_zf_xp_13624	ENSMUSG00000006345	ENSDARG00000075541	NA
mm_zf_xp_13625	ENSMUSG00000006345	ENSDARG00000091254	NA
mm_zf_xp_13626	ENSMUSG00000006345	ENSDARG00000075055	NA
mm_zf_xp_13627	ENSMUSG00000006345	ENSDARG00000087054	NA
mm_zf_xp_13628	ENSMUSG00000006345	ENSDARG00000023526	NA
mm_zf_xp_13629	ENSMUSG00000009070	ENSDARG00000017983	NA
mm_zf_xp_13630	ENSMUSG00000040009	ENSDARG00000099844	gnaz
mm_zf_xp_13631	ENSMUSG00000020175	ENSDARG00000014058	rab36
mm_zf_xp_13632	ENSMUSG00000009681	ENSDARG00000079286	bcr
mm_zf_xp_13633	ENSMUSG00000009681	ENSDARG00000042329	bcr
mm_zf_xp_13634	ENSMUSG00000049422	ENSDARG00000010717	Xetrov90012964m
mm_zf_xp_13635	ENSMUSG00000000901	ENSDARG00000016718	mmp11
mm_zf_xp_13636	ENSMUSG00000000901	ENSDARG00000026325	mmp11
mm_zf_xp_13637	ENSMUSG00000000902	ENSDARG00000033647	smarcb1
mm_zf_xp_13638	ENSMUSG00000000902	ENSDARG00000011594	smarcb1
mm_zf_xp_13639	ENSMUSG00000009092	ENSDARG00000033871	NA
mm_zf_xp_13640	ENSMUSG00000033307	ENSDARG00000071336	mif
mm_zf_xp_13641	ENSMUSG00000033318	ENSDARG00000042620	NA
mm_zf_xp_13642	ENSMUSG00000001666	NA	ddt
mm_zf_xp_13643	ENSMUSG00000033318	ENSDARG00000042620	NA
mm_zf_xp_13644	ENSMUSG00000009093	ENSDARG00000042620	NA
mm_zf_xp_13645	ENSMUSG00000020196	ENSDARG00000079326	NA
mm_zf_xp_13646	ENSMUSG00000006342	ENSDARG00000101452	Xetrov90003223m
mm_zf_xp_13647	ENSMUSG00000006344	ENSDARG00000052045	LOC100497518
mm_zf_xp_13648	ENSMUSG00000033444	ENSDARG00000006719	specc1l
mm_zf_xp_13649	ENSMUSG00000033444	ENSDARG00000042232	specc1l
mm_zf_xp_13650	ENSMUSG00000033444	ENSDARG00000006719	NA
mm_zf_xp_13651	ENSMUSG00000033444	ENSDARG00000042232	NA
mm_zf_xp_13652	ENSMUSG00000020178	ENSDARG00000033706	LOC100490356
mm_zf_xp_13653	ENSMUSG00000020178	ENSDARG00000033706	adora2a
mm_zf_xp_13654	ENSMUSG00000020178	ENSDARG00000033706	LOC101734771
mm_zf_xp_13655	ENSMUSG00000033427	ENSDARG00000011521	upb1
mm_zf_xp_13656	ENSMUSG00000033416	ENSDARG00000068438	NA
mm_zf_xp_13657	ENSMUSG00000020180	ENSDARG00000076283	snrpd3
mm_zf_xp_13658	ENSMUSG00000020180	ENSDARG00000076283	NA
mm_zf_xp_13659	ENSMUSG00000046807	NA	fam211b
mm_zf_xp_13660	ENSMUSG00000006345	ENSDARG00000018342	NA
mm_zf_xp_13661	ENSMUSG00000006345	ENSDARG00000092350	NA
mm_zf_xp_13662	ENSMUSG00000006345	ENSDARG00000075541	NA
mm_zf_xp_13663	ENSMUSG00000006345	ENSDARG00000091254	NA
mm_zf_xp_13664	ENSMUSG00000006345	ENSDARG00000075055	NA
mm_zf_xp_13665	ENSMUSG00000006345	ENSDARG00000087054	NA
mm_zf_xp_13666	ENSMUSG00000006345	ENSDARG00000023526	NA
mm_zf_xp_13667	ENSMUSG00000042216	ENSDARG00000028857	sgsm1
mm_zf_xp_13668	ENSMUSG00000042216	ENSDARG00000075376	sgsm1
mm_zf_xp_13669	ENSMUSG00000066964	ENSDARG00000094587	LOC100486901
mm_zf_xp_13670	ENSMUSG00000066964	ENSDARG00000094587	tmem211
mm_zf_xp_13671	ENSMUSG00000051339	ENSDARG00000075349	Xetrov90002803m
mm_zf_xp_13672	ENSMUSG00000051339	ENSDARG00000075349	kiaa1671
mm_zf_xp_13673	ENSMUSG00000051339	ENSDARG00000068760	Xetrov90002803m
mm_zf_xp_13674	ENSMUSG00000051339	ENSDARG00000068760	kiaa1671
mm_zf_xp_13675	ENSMUSG00000029352	ENSDARG00000041301	crybb3
mm_zf_xp_13676	ENSMUSG00000042240	ENSDARG00000053512	NA
mm_zf_xp_13677	ENSMUSG00000042249	NA	adrbk2
mm_zf_xp_13678	ENSMUSG00000072720	NA	myo18b-like.1
mm_zf_xp_13679	ENSMUSG00000072720	NA	myo18b
mm_zf_xp_13680	ENSMUSG00000072720	NA	myo18b-like.2
mm_zf_xp_13681	ENSMUSG00000058153	ENSDARG00000100594	sez6l
mm_zf_xp_13682	ENSMUSG00000029348	ENSDARG00000059629	asphd2
mm_zf_xp_13683	ENSMUSG00000042328	ENSDARG00000013795	hps4
mm_zf_xp_13684	ENSMUSG00000029346	ENSDARG00000059028	srrd
mm_zf_xp_13685	ENSMUSG00000029345	ENSDARG00000056932	tfip11
mm_zf_xp_13686	ENSMUSG00000029344	ENSDARG00000099155	tpst2
mm_zf_xp_13687	ENSMUSG00000029343	ENSDARG00000068507	crybb1
mm_zf_xp_13688	ENSMUSG00000029343	ENSDARG00000068507	Xetrov90002579m
mm_zf_xp_13689	ENSMUSG00000029343	ENSDARG00000068507	LOC100491786
mm_zf_xp_13690	ENSMUSG00000029343	ENSDARG00000068507	Xetrov90002578m
mm_zf_xp_13691	ENSMUSG00000066975	ENSDARG00000024548	cryba4
mm_zf_xp_13692	ENSMUSG00000070576	ENSDARG00000079248	mn1
mm_zf_xp_13693	ENSMUSG00000070576	ENSDARG00000076529	mn1
mm_zf_xp_13694	ENSMUSG00000050017	ENSDARG00000036005	pitpnb
mm_zf_xp_13695	ENSMUSG00000033209	NA	Xetrov90002832m
mm_zf_xp_13696	ENSMUSG00000033209	NA	ttc28-like
mm_zf_xp_13697	ENSMUSG00000029521	ENSDARG00000025820	chek2-like.2
mm_zf_xp_13698	ENSMUSG00000029521	ENSDARG00000025820	chek2-like.1
mm_zf_xp_13699	ENSMUSG00000043510	ENSDARG00000075416	hscb
mm_zf_xp_13700	ENSMUSG00000020482	ENSDARG00000091872	ccdc117-like
mm_zf_xp_13701	ENSMUSG00000020484	ENSDARG00000035622	NA
mm_zf_xp_13702	ENSMUSG00000041961	ENSDARG00000062573	znrf3
mm_zf_xp_13703	ENSMUSG00000020393	ENSDARG00000062579	kremen1
mm_zf_xp_13704	ENSMUSG00000034175	ENSDARG00000079816	rhbdd3
mm_zf_xp_13705	ENSMUSG00000009079	ENSDARG00000020258	NA
mm_zf_xp_13706	ENSMUSG00000034201	ENSDARG00000078803	gas2l1-like
mm_zf_xp_13707	ENSMUSG00000034209	NA	rasl10a
mm_zf_xp_13708	ENSMUSG00000009090	ENSDARG00000020621	ap1b1
mm_zf_xp_13709	ENSMUSG00000020396	NA	nefh
mm_zf_xp_13710	ENSMUSG00000020396	NA	Xetrov90001217m
mm_zf_xp_13711	ENSMUSG00000034274	ENSDARG00000038290	thoc5
mm_zf_xp_13712	ENSMUSG00000034285	ENSDARG00000005320	nipsnap1
mm_zf_xp_13713	ENSMUSG00000009073	ENSDARG00000020204	LOC100485014
mm_zf_xp_13714	ENSMUSG00000009073	ENSDARG00000020204	nf2
mm_zf_xp_13715	ENSMUSG00000009075	ENSDARG00000060846	cabp7
